SpeciesName,Flower color,Flower sex,Flowering lag time: number of days from exposition start to flowering,Flowering requirement (requirement for fertility),Fruit type,Plant flowering,Plant growth form,Plant growth temperature range,Plant height,Plant human usage types,Plant lifespan (longevity),Plant lifespan: age trees reach in forested stands,Plant woodiness,Seed germination base temperature,Seed germination base water potential,Seed germination lag time,Seed germination requirement,Seed germination temperature,Seed germination type,Wood growth ring distinction
#Acacia baileyana F.Muell.,,,,,dry,,,,,,,,,,,,,,,
#Acacia dealbata Link,,,,,dry,,,,,,,,,,,,,,,
#Acacia decurrens Willd.,,,,,dry,,,,,,,,,,,,,,,
#Acacia elata A.Cunn. ex Benth.,,,,,dry,,,,,,,,,,,,,,,
#Acacia iteaphylla F.Muell. ex Benth.,,,,,dry,,,,,,,,,,,,,,,
#Acacia longifolia (Andrews) Willd.,,,,,dry,,,,,,,,,,,,,,,
#Acacia mearnsii De Wild.,,,,,dry,,,,,,,,,,,,,,,
#Acacia podalyriifolia A.Cunn. ex G.Don,,,,,dry,,,,,,,,,,,,,,,
#Acacia pycnantha Benth.,,,,,dry,,,,,,,,,,,,,,,
#Acacia saligna (Labill.) H.L.Wendl.,,,,,dry,,,,,,,,,,,,,,,
#Acacia spectabilis A.Cunn. ex Benth.,,,,,dry,,,,,,,,,,,,,,,
#Hakea sericea Schrad. & J.C.Wendl.,,,,,dry,,,,,,,,,,,,,,,
#Senna barclayana (Sweet) Randell,,,,,dry,,,,,,,,,,,,,,,
Chaenactis evermannii,,,,,,,Herb,,,,,,,,,,,,,
Chaenactis fremonti,,,,,,,herb/non-woody,,,,annual,,non-woody,,,,,,,
Chaenactis fremontii,,,,,,,Herb,,,,annual,,non-woody,,,,,,,
Chaenactis furcata,,,,,,,Herb,,,,,,,,,,,,,
Chaenactis gillespiei,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaenactis glabriuscula,,,,,,,Herb,,,,annual,,non-woody,,,,,,,
Chaenactis glabriuscula var. glabriuscula,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaenactis glabriuscula var. heterocarpha,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaenactis glabriuscula var. lanosa,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaenactis glabriuscula var. megacephala,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaenactis glabriuscula var. orcuttiana,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaenactis heterocarpha,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaenactis humilis,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaenactis lanosa,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaenactis latifolia,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaenactis leucopsis,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaenactis macrantha,,,,,,,Herb,,,,annual,,non-woody,,,,,,,
Chaenactis mexicana,,,,,,,Herb,,,,,,,,,,,,,
Chaenactis minuscula,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaenactis nevadensis,,,,,,,Herb,,,,,,,,,,,,,
Chaenactis nevii,,,,,,,Herb,,,,,,,,,,,,,
Chaenactis orcuttiana,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaenactis panamintensis,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaenactis parishii,,,,,,,Shrub,,,,,,,,,,,,,
Chaenactis ramosa,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaenactis rubricaulis,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaenactis santolinoides,,,,,,,Herb,,,,,,H,,,,,,,
Chaenactis scaposa,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaenactis stevioides,,,,,,,Herb,,,,annual,,non-woody,,,,,,,
Chaenactis suffrutescens,,,,,,,Shrub,,,,perennial,,non-woody/woody,,,,,,,
Chaenactis suksdorfii,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaenactis tanacetifolia,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaenactis tenuifolia,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaenactis thompsonii,,,,,,,Herb,,,,,,,,,,,,,
Chaenactis xantiana,,,,,,,Herb,,,,annual,,non-woody,,,,,,,
Chaenomeles,,,,,,,ST,,,,,,,,,,,,,
Chaenomeles NA,,,,,,,Shrub,,,,,,,,,,,,,
Chaenomeles cathayensis,,,,,,,Tree shrub intermediate,,,False,,,W,,,,,,,
Chaenomeles chinensis,,,,,,,tree,,,,,,woody,,,,,,,
Chaenomeles japonica,,,,,,,Shrub,,0.6,False,,,woody,,,,,,,
Chaenomeles japonica (Thunb.) Lindl. ex Spach,Orange,,,Low,,,Shrub,,,Yes,Perennial,,,,,,No,,,
Chaenomeles lagenaria,,,,,,,Dwarf shrub,,,False,,,woody,,,,,,,
Chaenomeles sinensis,,,,,,,Tree shrub intermediate,,,False,,,W,,,,,,,
Chaenomeles speciosa,,hermaphroditic,,,pome,,Shrub,,1.0,False,always pluriennial-pollakanthic,,W,,,,,,,
Chaenomeles thibetica,,,,,,,shrub/tree,,,,,,W,,,,,,,
Chaenorhinum NA,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaenorhinum glareosum (Boiss.) Willk.,,,,,,,perennial forb,,,,,,,,,,,,,
Chaenorhinum macropodum Lange,,,,,,,c C,,,,2.0,,,,,,,,,1
Chaenorhinum minus,,,,,,,Stem erect,,,,annual,,non-woody,,,,C,12.0,epigeal,
Chaenorhinum minus (L.) Lange ssp. minus,,,,,dry,,annual forb,,,,,,,,,,,,,
Chaenorhinum minus (L.)LANGE,,,,,,,,,,,1.0,,,,,,,,,
Chaenorhinum minus ssp. minus,,,,,,,Herb (H),,,,,,,,,,,,,
Chaenorhinum organifolium (L.) Fourr.,,,,,,,b H,,,,2.0,,,,,,,,,1
Chaenorhinum origanifolium,,,,,,,Tree,,0.4,,,,,,,,,,,
Chaenorhinum robustum Loscos,,,,,,,annual forb,,,,,,,,,,,,,
Chaenorhinum rubrifolium (Robill. & Cast. ex DC.) Fourr.,,,,,,,annual forb,,,,,,,,,,,,,
Chaenorhinum serpyllifolium (Lange) Lange,,,,,dry,,annual forb,,,,,,,,,,,,,
Chaenorrhinum minus subsp. minus,,,,,,,,,,,annual,,,,,,,,,
Chaenorrhinum rubrifolium,,,,,,,,,,,annual,,,,,,,,,
Chaenostoma aethiopicum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma affine,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma archeri,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma caeruleum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma calciphilum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma calycinum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma campanulatum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma cinereum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma comptonii,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma cordatum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma debile,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma decipiens,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma denudatum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma floribundum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma glabratum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma glanduliferum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma halimifolium,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma halimifolium Benth.,purple,,,,capsule,,herb,,,,,,,,,,,,,
Chaenostoma hispidum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma impeditum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma integrifolium,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma langebergense,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma leve,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma longipedicellatum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma macrosiphon,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma marifolium,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma multiramosum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma neglectum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma patrioticum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma pauciflorum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma placidum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma platysepalum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma polelense,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma polyanthum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma racemosum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma roseoflavum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma rotundifolium,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma subnudum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma subsessile,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma subspicatum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma tenuicaule,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma titanophilum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenostoma uncinatum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaenotheca brachypoda,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenotheca brunneola,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenotheca chlorella,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenotheca chrysocephala,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenotheca cinerea,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenotheca ferruginea,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenotheca floridana,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenotheca furfuracea,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenotheca gracillima,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenotheca hispidula,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenotheca laevigata,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenotheca phaeocephala,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenotheca stemonea,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenotheca subroscida,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenotheca trichialis,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenotheca xyloxena,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenothecopsis brevipes,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenothecopsis consociata,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenothecopsis debilis,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenothecopsis epithallina,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenothecopsis nana,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenothecopsis norstictica,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenothecopsis pilosa,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenothecopsis pusilla,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenothecopsis pusiola,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenothecopsis rappii,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenothecopsis rubescens,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenothecopsis savonica,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenothecopsis viridialba,,,,,,,Lichenous,,,,,,,,,,,,,
Chaenothecopsis viridireagens,,,,,,,Lichenous,,,,,,,,,,,,,
Chaerefolium nitidum,,,,,,,Herb,,,,,,,,,,,,,
Chaerophyllum NA,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaerophyllum argenteum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaerophyllum argentum,,,,,,,Herb,,,,,,,,,,,,,
Chaerophyllum aromaticum,weiß,andromonoecious,,,schizocarp,,Stem erect,,0.5,,always pluriennial-pollakanthic,,non-woody,,,,,,,
Chaerophyllum aureum,weiß,andromonoecious,,,schizocarp,,Stem erect,,0.5,,always pluriennial-pollakanthic,,non-woody,,,,,,,
Chaerophyllum aureum L.,,,,,,,b H,,,,4.0,,,,,,,,,2
Chaerophyllum australianum,,,,,,,Herb,,,,,,,,,,,,,
Chaerophyllum brevipes,,,,,,,Herb,,,,,,,,,,,,,
Chaerophyllum bulbosum,weiß,andromonoecious,,,schizocarp,,Stem erect,,0.8,,"always biennial, always pluriennial-hapaxanthic",,non-woody,,,,,,,
Chaerophyllum bulbosum L.,,,,,,,a T,,,,3-5,,,,,,,,,5
Chaerophyllum byzantinum,,,,,,,herb,,,,perennials,,non-woody,,,,,,,
Chaerophyllum capnoides,,,,,,,Free-standing,,,,,,,,,,,,,
Chaerophyllum dasycarpum,,,,,,,Herb,,,,,,,,,,,,,
Chaerophyllum elegans,,,,,,,,,,,perennial,,,,,,,,,
Chaerophyllum eriopodum,,,,,,,Herb,,,,,,,,,,,,,
Chaerophyllum floridanum,,,,,,,Herb,,,,,,,,,,,,,
Chaerophyllum hirsutum,weiß oder rosa bis hellpurpurn,andromonoecious,,,schizocarp,,Stem erect,,0.5,,always pluriennial-pollakanthic,,non-woody,,,,,,,
Chaerophyllum hirsutum L.,,,,,,,forb,,,,7.0,,,,,,,,,3
Chaerophyllum laseroides,,,,,,,Free-standing,,,,,,,,,,,,,
Chaerophyllum libanoticum,,,,,,,herb/non-woody,,,,,,non-woody,,,,,,,
Chaerophyllum millefolium,,,,,,,herb,,,,,,non-woody,,,,,,,
Chaerophyllum nodosum,,,,,,,,,0.3,,,,,,,,,,,
Chaerophyllum procumbens,,,,,,,herb,,,,,,non-woody,,,,,,,
Chaerophyllum procumbens var. procumbens,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaerophyllum procumbens var. shortii,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaerophyllum pulvinificum,,,,,,,Herb,,,,,,,,,,,,,
Chaerophyllum reflexum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaerophyllum roseum,,,,,,,No,,,,,,non-woody,,,,,,,
Chaerophyllum shortii,,,,,,,Herb,,,,,,,,,,,,,
Chaerophyllum sylvestre,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaerophyllum tainturieri,,,,,,,herb,,,,,,non-woody,,,,,,,
Chaerophyllum tainturieri var. dasycarpum,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaerophyllum tainturieri var. tainturieri,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaerophyllum temulentum,,,,,,,herb,,,,perennial,,non-woody,,,,,,,
Chaerophyllum temulum,weiß,andromonoecious,,,schizocarp,,Stem erect,,0.2,,"always annual, always biennial",,non-woody,,,,no,5.0,,
Chaerophyllum texanum,,,,,,,Herb,,,,,,,,,,,,,
Chaerophyllum tomentosum,,,,,,,a T,,,,1.0,,,,,,,,,5
Chaerophyllum villarsii,,,,,,,herb,,,,perennial,,H,,,,,,,
Chaerophyllum villarsii KOCH,,,,,,,b H,,,,,,,,,,,,,4
Chaerophyllum villosum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaetacanthus burchellii,,,,,,,Free-standing,,,,,,,,,,,,,
Chaetacanthus costatus,,,,,,,Free-standing,,,,,,,,,,,,,
Chaetacanthus setiger,,,,,,,Free-standing,,,,,,,,,,,,,
Chaetachme aristata,,,,,,,tree,,,,,,woody,,,,,,,
Chaetachme microcarpa,,,,,,,Tree,,,,,,W,,,,,,,
Chaetacme aristata,,,,,,,climber,,,,,,woody,,,,,,,
Chaetacme microcarpa,,,,,,,tree,,,,,,woody,,,,,,,
Chaetadelpha NA,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaetadelpha wheeleri,,,,,,,Herb,,,,perennial,,non-woody,,,,,,,
Chaetanthera chilensis,,,,,,,herb,,,,perennial,,non-woody,,,,,,,
Chaetanthera chiquianensis,,,,,,,herbaceous,,,,,,,,,,,,,
Chaetanthera cochlearifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Chaetanthera glabrata,,,,,,,herb,,,,,,non-woody,,,,,,,
Chaetanthera limbata,,,,,,,herb,,,,,,non-woody,,,,,,,
Chaetanthera linearis,,,,,,,herb,,,,,,non-woody,,,,,,,
Chaetanthera moenchioides,,,,,,,herb,,,,annual,,non-woody,,,,,,,
Chaetanthera peruviana,,,,,,,Free-standing,,,,,,,,,,,,,
Chaetanthera stuebelii,,,,,,,herbaceous,,,,,,,,,,,,,
Chaetanthus aristatus,,,,,,,Free-standing,,,,,,H,,,,,,,
Chaetanthus leptocarpoides,,,,,,,Free-standing,,,,,,,,,,,,,
Chaetanthus tenellus,,,,,,,Free-standing,,,,,,,,,,,,,
Chaetaria furcata,,,,,,,Herb (H),,,,,,,,,,,,,
Chaetaria teneriffae,,,,,,,Herb (H),,,,,,,,,,,,,
Chaetium bromoides,,,,,,,grass,,,,,,non-woody,,,,,,,
Chaetium cubanum,,,,,,,grass,,,,,,non-woody,,,,,,,
Chaetium festucoides,,,,,,,grass,,,,,,non-woody,,,,,,,
Chaetobromus involucratus,,,,,,,grass,,,,,,H,,,,,,,
Chaetocalyx acutifolia,,,,,,,Climber,,,,,,,,,,,,,
Chaetocalyx blanchetiana,,,,,,,climber,,,,,,woody,,,,,,,
Chaetocalyx blanchetiana (Benth.) Rudd,,,,,,,No,,,,,,,,,,,,,
Chaetocalyx bracteosa,,,,,,,Climber,,,,,,,,,,,,,
Chaetocalyx bracteosa Rudd,,,,,,,No,,,,,,,,,,,,,
Chaetocalyx brasiliensis,,,,,,,Climber,,,,,,woody,,,,,,,
Chaetocalyx brasiliensis (Vogel) Benth.,,,,,,,No,,,,,,,,,,,,,
Chaetocalyx chacoensis,,,,,,,lianas,,,,,,,,,,,,,
Chaetocalyx klugii,,,,,,,lianas,,,,,,,,,,,,,
Chaetocalyx latifolia,,,,,,,Vine,,,,,,,,,,,,,
Chaetocalyx latisiliqua,,,,,,,Vine,,,,,,,,,,,,,
Chaetocalyx longiflora,,,,,,,Vine,,,,,,,,,,,,,
Chaetocalyx longiflora Benth. ex A.Gray,,,,,,,No,,,,,,,,,,,,,
Chaetocalyx longiloba,,,,,,,Liana,,,,,,,,,,,,,
Chaetocalyx nigricans,,,,,,,Vine,,,,,,,,,,,,,
Chaetocalyx parviflora,,,,,,,lianas,,,,,,,,,,,,,
Chaetocalyx platycarpa,,,,,,,Climber,,,,,,,,,,,,,
Chaetocalyx scandens,,,,,,,lianas,,,,,,,,,,,,,
Chaetocalyx scandens (L.) Urb.,,,,,,,No,,,,,,,,,,,,,
Chaetocalyx sp,,,,,,,climber,,,,,,woody,,,,,,,
Chaetocalyx subulatus,,,,,,,Climber,,,,,,,,,,,,,
Chaetocalyx subulatus Mackinder,,,,,,,No,,,,,,,,,,,,,
Chaetocalyx tomentosa,,,,,,,Climber,,,,,,,,,,,,,
Chaetocalyx weberbaueri,,,,,,,Climber,,,,,,,,,,,,,
Chaetocarpus africanus,,,,,,,shrub,,,,,,W,,,,,,,
Chaetocarpus africanus Pax,white,,,,berry,,shrub,,,,,,,,,,,,,
Chaetocarpus castanicarpus,,,,,,,Tree,,,,,,,,,,,,,
Chaetocarpus castanocarpus,,,,,,,tree,,,,,,W,,,,,,,
Chaetocarpus echinocarpus,,,,,,,trees,,,,,,,,,,,,,
Chaetocarpus echinocarpus (Baill.) Ducke,,,,,,,No,,,,,,,,,,,,,
Chaetocarpus globosus,,,,,,,tree,,,,,,woody,,,,,,,
Chaetocarpus myrsinites,,,,,,,Tree,,,,,,,,,,,,,
Chaetocarpus myrsinites Baill.,,,,,,,No,,,,,,,,,,,,,
Chaetocarpus pearcei,,,,,,,Tree,,,,,,,,,,,,,
Chaetocarpus rabaraba,,,,,,,Free-standing,,,,,,,,,,,,,
Chaetocarpus schomburg,,,,,,,tree,,,,,,woody,,,,,,,
Chaetocarpus schomburgkia,,,,,,,Tree (T),,,,,,,,,,,,,
Chaetocarpus schomburgkianus,,,,,,,tree,,,,Perennial,,woody,,,,,,,
Chaetocarpus schomburgkianus (Kuntze) Pax & K. Hoffm.,,,,,,,A,,,,,,,,,,,,,
Chaetocarpus schomburgkianus rep,,,,,,,tree,,,,,,,,,,,,,
Chaetocarpus schomburgkianus repeat,,,,,,,tree,,,,,,,,,,,,,
Chaetocarpus sp,,,,,,,ST,,,,,,woody,,,,,,,
Chaetocarpus sp. 1,,,,,,,A,,,,,,,,,,,,,
Chaetocarpus stipularis,,,,,,,trees,,,,,,,,,,,,,
Chaetochlamys ciliata,,,,,,,herbaceous,,,,,,,,,,,,,
Chaetochlamys panamensis,,,,,,,Herb,,,,,,,,,,,,,
Chaetochlamys rusbyi,,,,,,,herbaceous,,,,,,,,,,,,,
Chaetochloa barbata,,,,,,,Graminoid,,,,,,,,,,,,,
Chaetochloa corrugata,,,,,,,Graminoid,,,,,,,,,,,,,
Chaetochloa geniculata,,,,,,,Graminoid,,,,,,,,,,,,,
Chaetochloa glauca,,,,,,,Graminoid,,,,,,,,,,,,,
Chaetochloa hispida,,,,,,,Graminoid,,,,,,,,,,,,,
Chaetochloa imberbis,,,,,,,Graminoid,,,,,,,,,,,,,
Chaetochloa italica,,,,,,,Graminoid,,,,,,,,,,,,,
Chaetochloa leucopila,,,,,,,Graminoid,,,,,,,,,,,,,
Chaetochloa lutescens,,,,,,,Graminoid,,,,,,,,,,,,,
Chaetochloa macrosperma,,,,,,,Graminoid,,,,,,,,,,,,,
Chaetochloa magna,,,,,,,Graminoid,,,,,,,,,,,,,
Chaetochloa nigrirostris,,,,,,,Graminoid,,,,,,,,,,,,,
Chaetochloa rariflora,,,,,,,Graminoid,,,,,,,,,,,,,
Chaetochloa setosa,,,,,,,Graminoid,,,,,,,,,,,,,
Chaetochloa tenacissima,,,,,,,Graminoid,,,,,,,,,,,,,
Chaetochloa verticillata,,,,,,,Graminoid,,,,,,,,,,,,,
Chaetochloa villosissima,,,,,,,Graminoid,,,,,,,,,,,,,
Chaetochloa viridis,,,,,,,Graminoid,,,,,,,,,,,,,
Chaetochloa vulpiseta,,,,,,,Graminoid,,,,,,,,,,,,,
Chaetocladus altissima,,,,,,,Shrub,,,,,,,,,,,,,
Chaetocyperus costatus,,,,,,,Herb (H),,,,,,,,,,,,,
Chaetocyperus membranacea,,,,,,,Graminoid,,,,,,,,,,,,,
Chaetocyperus polymorphus,,,,,,,Herb (H),,,,,,,,,,,,,
Chaetocyperus pygmaea,,,,,,,Herb (H),,,,,,,,,,,,,
Chaetolepis alpestris,,,,,,,shrubs,,,,,,,,,,,,,
Chaetolepis alpina,,,,,,,Shrub,,,,,,,,,,,,,
Chaetolepis cufodontisii,,,,,,,shrubs/Terrestrial Herb,,,,,,,,,,,,,
Chaetolepis grisebachii,,,,,,,shrubs,,,,,,,,,,,,,
Chaetolepis lindeniana,,,,,,,shrubs,,,,,,,,,,,,,
Chaetolepis loricarella,,,,,,,Shrub,,,,,,,,,,,,,
Chaetolepis microphylla,,,,,,,Shrub,,,,,,,,,,,,,
Chaetolepis perijensis,,,,,,,shrubs,,,,,,,,,,,,,
Chaetolepis santamartensis,,,,,,,shrubs,,,,,,,,,,,,,
Chaetolimon limbatum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaetolimon setiferum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaetolimon sogdianum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaetonychia cymosa,,,,,,,Forb,,,,Annual,,,,,,,,,
Chaetopappa NA,,,,,,,"Forb/herb,Subshrub",,,,,,,,,,,,,
Chaetopappa alsinoides,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaetopappa asteroides,,,,,,,Herb,,,,,,non-woody,,,,,,,
Chaetopappa asteroides var. asteroides,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaetopappa asteroides var. grandis,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaetopappa aurea,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaetopappa bellidiflora,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaetopappa bellidifolia,,,,,,,Herb,,,,,,,,,,,,,
Chaetopappa bellioides,,,,,,,Herb,,,,,,,,,,,,,
Chaetopappa effusa,,,,,,,"Subshrub, Forb/herb",,,,,,,,,,,,,
Chaetopappa elegans,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaetopappa ericoides,,,,,,,herb,,,,perennial,,non-woody/woody,,,,,,,
Chaetopappa exilis,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaetopappa fragilis,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaetopappa hersheyi,,,,,,,Herb,,,,,,,,,,,,,
Chaetopappa imberbis,,,,,,,Herb,,,,,,,,,,,,,
Chaetopappa lyonii,,,,,,,Forb/herb,,,,,,,,,,,,,
Chaetopappa parryi,,,,,,,Herb,,,,,,,,,,,,,
Chaetopappus ericoides,,,,,,,herb/shrub,,,,,,non-woody/woody,,,,,,,
Chaetopoa pilosa,,,,,,,grass,,,,,,non-woody,,,,,,,
Chaetopoa taylori,,,,,,,Herb,,,,,,,,,,,,,
Chaetopoa taylorii,,,,,,,grass,,,,,,non-woody,,,,,,,
Chaetopogon fasciculatus,,,,,,,grass,,,,,,non-woody,,,,,,,
Chaetoptelea mexicana,,,,,,,Tree,,,,,,,,,,,,,
Chaetosciadium trichospermum,,,,,,,herb/non-woody,,,,,,non-woody,,,,,,,
Chaetosciadium trichospermum (L.) Boiss.,,,,,dry,,annual forb,,,,,,,,,,,,,
Chaetospira spiralis,,,,,,,Herb,,,,,,,,,,,,,
Chaetospora diandra,,,,,,,Herb,,,,,,,,,,,,,
Chaetospora ferruginea,,,,,,,Herb,,,,,,,,,,,,,
Chaetospora paniculata,,,,,,,Herb (H),,,,,,,,,,,,,
Chaetospora tenella,,,,,,,Herb (H),,,,,,,,,,,,,
Chaetospora villosa,,,,,,,Herb,,,,,,,,,,,,,
Chaetostoma albiflorum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaetostoma albiflorum (Naudin) C.Koschnitzke & A.B.Martins,,,,,,,No,,,,,,,,,,,,,
Chaetostoma armatum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaetostoma armatum (Spreng.) Cogn.,,,,,,,No,,,,,,,,,,,,,
Chaetostoma cupressimum (D.Don) C.Koschnitzke & A.B.Martins,,,,,,,No,,,,,,,,,,,,,
Chaetostoma cupressinum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaetostoma fastigiatum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaetostoma fastigiatum Naudin,,,,,,,No,,,,,,,,,,,,,
Chaetostoma flavum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaetostoma flavum C.Koschnitzke & A.B.Martins,,,,,,,No,,,,,,,,,,,,,
Chaetostoma glaziovii,,,,,,,Free-standing,,,,,,,,,,,,,
Chaetostoma glaziovii Cogn.,,,,,,,No,,,,,,,,,,,,,
Chaetostoma inerme,,,,,,,Free-standing,,,,,,,,,,,,,
Chaetostoma inerme Naudin,,,,,,,No,,,,,,,,,,,,,
Chaetostoma riedelianum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaetostoma riedelianum Cogn.,,,,,,,No,,,,,,,,,,,,,
Chaetostoma scoparium,,,,,,,Free-standing,,,,,,,,,,,,,
Chaetostoma scoparium Cogn.,,,,,,,No,,,,,,,,,,,,,
Chaetostoma selagineum,,,,,,,Free-standing,,,,,,,,,,,,,
Chaetostoma selagineum (Naudin) C.Koschnitzke & A.B.Martins,,,,,,,No,,,,,,,,,,,,,
