species|n|Q05|Q95|A|C|D|E|F|A18
Quercus setulosa|17|11.04|12|2|3|0|0|0|0
Quercus shumardii|691|6.06|12|2|9|3|0|0|0
Quercus sichourensis|2|10|12|2|3|0|0|0|0
Quercus sideroxyla|513|6.04|12|2|9|3|0|0|0
Quercus similis|38|7.1|12|2|9|3|0|0|0
Quercus sinuata|243|9|11.74|0|1|0|0|0|0
Quercus skinneri|150|11.09|12|2|3|0|0|0|0
Quercus spinosa|104|3.42|12|2|9|9|3|0|0
Quercus splendens|116|9.15|12|2|3|0|0|0|0
Quercus steenisii|1|12|12|1|0|0|0|0|0
Quercus stellata|2323|6.2|11.59|0|2|3|0|0|0
Quercus stenophylloides|122|4.73|12|2|9|3|0|0|0
Quercus stewardiana|36|7|11.68|0|2|3|0|0|0
Quercus striatula|100|7.33|12|2|9|3|0|0|0
Quercus suber|6177|6.23|12|2|9|3|0|0|0
Quercus subsericea|28|12|12|1|0|0|0|0|0
Quercus subspathulata|108|11.05|12|2|3|0|0|0|0
Quercus sumatrana|7|12|12|1|0|0|0|0|0
Quercus tarahumara|31|7|12|2|9|3|0|0|0
Quercus tardifolia|1|9|9|0|1|0|0|0|0
Quercus tarokoensis|32|9.1|12|2|3|0|0|0|0
Quercus texana|66|6.35|12|2|9|3|0|0|0
Quercus thomsoniana|1|9|9|0|1|0|0|0|0
Quercus thorelii|3|12|12|1|0|0|0|0|0
Quercus tiaoloshanica|1|12|12|1|0|0|0|0|1
Quercus tinkhamii|48|12|12|1|0|0|0|0|0
Quercus tomentella|87|10.15|12|2|3|0|0|0|0
Quercus tomentosinervis|1|11|11|0|1|0|0|0|0
Quercus toumeyi|123|6.31|12|2|9|3|0|0|0
Quercus treubiana|7|12|12|1|0|0|0|0|1
Quercus trojana|48|5.32|8.97|0|2|3|0|0|0
Quercus tuberculata|184|9.1|12|2|3|0|0|0|0
Quercus tuitensis|5|12|12|1|0|0|0|0|0
Quercus tungmaiensis|4|5|6|0|0|1|0|0|0
Quercus turbinella|1001|5.36|11.84|0|2|3|0|0|0
Quercus undata|8|9|12|2|3|0|0|0|0
Quercus urbani|169|7.62|12|2|9|3|0|0|0
Quercus utilis|3|9|12|2|3|0|0|0|0
Quercus uxoris|103|12|12|1|0|0|0|0|0
Quercus valdinervosa|15|12|12|1|0|0|0|0|0
Quercus variabilis|1301|5.45|11.21|0|2|3|0|0|0
Quercus vaseyana|108|7.56|12|2|9|3|0|0|0
Quercus velutina|2121|5|8.97|0|2|3|0|0|0
Quercus vestita|9|12|12|1|0|0|0|0|0
Quercus vicentensis|59|12|12|1|0|0|0|0|0
Quercus viminea|291|7.36|12|2|9|3|0|0|0
Quercus virginiana|1400|8.58|12|2|3|0|0|0|0
Quercus vulcanica|1|5|5|0|0|1|0|0|0
Quercus welshii|44|5.34|7|0|0|1|0|0|0
Quercus wislizeni|1034|5.43|11.56|0|2|3|0|0|0
Quercus wutaishanica|18|3.4|8|0|2|9|3|0|0
Quercus xalapensis|553|11.08|12|2|3|0|0|0|0
Quercus xanthotricha|1|12|12|1|0|0|0|0|0
Quetzalia contracta|24|10.12|12|2|3|0|0|0|0
Quetzalia ilicina|6|12|12|1|0|0|0|0|0
Quetzalia occidentalis|101|12|12|1|0|0|0|0|0
Quetzalia schiedeana|72|12|12|1|0|0|0|0|0
Quetzalia stipitata|35|11.07|12|2|3|0|0|0|0
Quiabentia verticillata|32|12|12|1|0|0|0|0|0
Quiina amazonica|146|12|12|1|0|0|0|0|0
Quiina attenuata|4|12|12|1|0|0|0|0|1
Quiina berryi|10|12|12|1|0|0|0|0|1
Quiina blackii|33|12|12|1|0|0|0|0|0
Quiina cidiana|1|12|12|1|0|0|0|0|1
Quiina cruegeriana|94|12|12|1|0|0|0|0|0
Quiina florida|220|12|12|1|0|0|0|0|0
Quiina glaziovii|40|12|12|1|0|0|0|0|0
Quiina grandifolia|14|12|12|1|0|0|0|0|1
Quiina guianensis|54|12|12|1|0|0|0|0|1
Quiina indigofera|10|12|12|1|0|0|0|0|1
Quiina integrifolia|16|12|12|1|0|0|0|0|1
Quiina jamaicensis|3|12|12|1|0|0|0|0|0
Quiina leptoclada|12|12|12|1|0|0|0|0|0
Quiina longifolia|51|12|12|1|0|0|0|0|1
Quiina macrophylla|122|12|12|1|0|0|0|0|0
Quiina maguirei|1|12|12|1|0|0|0|0|0
Quiina maracaensis|7|12|12|1|0|0|0|0|0
Quiina negrensis|41|12|12|1|0|0|0|0|1
Quiina obovata|57|12|12|1|0|0|0|0|0
Quiina oiapocensis|20|12|12|1|0|0|0|0|0
Quiina paraensis|20|12|12|1|0|0|0|0|0
Quiina parvifolia|7|12|12|1|0|0|0|0|1
Quiina piresii|2|12|12|1|0|0|0|0|1
Quiina pteridophylla|46|12|12|1|0|0|0|0|0
Quiina rhytidopus|71|12|12|1|0|0|0|0|0
Quiina sessilis|3|12|12|1|0|0|0|0|1
Quiina tinifolia|21|12|12|1|0|0|0|0|1
Quiina wurdackii|3|12|12|1|0|0|0|0|1
Quiina yatuensis|3|12|12|1|0|0|0|0|0
Quiina zamorensis|1|12|12|1|0|0|0|0|0
Quillaja lancifolia|51|9.55|12|2|3|0|0|0|0
Quillaja saponaria|253|6.13|12|2|9|3|0|0|0
Quintinia acutifolia|2874|3.65|7.97|0|0|2|3|0|0
Quintinia altigena|15|0|12|2|9|9|9|3|0
Quintinia apoensis|3|12|12|1|0|0|0|0|0
Quintinia brassii|8|0|12|2|9|9|9|3|0
Quintinia kuborensis|13|0|12|2|9|9|9|3|0
Quintinia ledermannii|16|2.4|12|2|9|9|3|0|0
Quintinia major|26|12|12|1|0|0|0|0|0
Quintinia media|11|12|12|1|0|0|0|0|0
Quintinia montiswilhelmii|14|0|12|2|9|9|9|3|0
Quintinia oreophila|7|12|12|1|0|0|0|0|0
Quintinia quatrefagesii|61|12|12|1|0|0|0|0|0
Quintinia resinosa|1|12|12|1|0|0|0|0|0
Quintinia serrata|3087|4.93|9.58|0|2|3|0|0|0
Quintinia sieberi|569|6.48|12|2|9|3|0|0|0
Quintinia verdonii|638|8.18|12|2|3|0|0|0|0
Quivisianthe papinae|26|12|12|1|0|0|0|0|0
Radermachera boniana|1|12|12|1|0|0|0|0|0
Radermachera coriacea|3|12|12|1|0|0|0|0|0
Radermachera frondosa|10|10|12|2|3|0|0|0|0
Radermachera gigantea|11|12|12|1|0|0|0|0|0
Radermachera glandulosa|18|12|12|1|0|0|0|0|0
Radermachera hainanensis|6|12|12|1|0|0|0|0|0
Radermachera microcalyx|6|12|12|1|0|0|0|0|0
Radermachera peninsularis|3|12|12|1|0|0|0|0|1
Radermachera pentandra|1|10|10|0|1|0|0|0|0
Radermachera quadripinnata|22|12|12|1|0|0|0|0|0
Radermachera ramiflora|4|12|12|1|0|0|0|0|0
Radermachera sinica|84|9.18|12|2|3|0|0|0|0
Radermachera stellata|1|12|12|1|0|0|0|0|0
Radermachera xylocarpa|12|12|12|1|0|0|0|0|0
Radermachera yunnanensis|12|9.07|12|2|3|0|0|0|0
Radlkofera calodendron|39|12|12|1|0|0|0|0|0
Raimondia cherimolioides|55|0.76|12|2|9|9|9|3|0
Raimondia quinduensis|47|12|12|1|0|0|0|0|0
Ramisia brasiliensis|48|12|12|1|0|0|0|0|0
Ramorinoa girolae|19|8.11|11.84|0|1|0|0|0|0
Randia aciculiflora|1|12|12|1|0|0|0|0|0
Randia aculeata|1383|11.1|12|2|3|0|0|0|0
Randia amazonasensis|7|12|12|1|0|0|0|0|1
Randia armata|1553|12|12|1|0|0|0|0|0
Randia boliviana|13|6.14|12|2|9|3|0|0|0
Randia brenesii|69|12|12|1|0|0|0|0|0
Randia brevipes|3|12|12|1|0|0|0|0|1
Randia calycina|111|12|12|1|0|0|0|0|0
Randia calycosa|34|12|12|1|0|0|0|0|0
Randia canescens|12|12|12|1|0|0|0|0|0
Randia capitata|261|11.09|12|2|3|0|0|0|0
Randia chiapensis|42|12|12|1|0|0|0|0|0
Randia cinerea|60|12|12|1|0|0|0|0|0
Randia cookii|33|12|12|1|0|0|0|0|0
Randia dioica|25|12|12|1|0|0|0|0|0
Randia echinocarpa|186|12|12|1|0|0|0|0|0
Randia ferox|58|12|12|1|0|0|0|0|0
Randia genipifolia|15|12|12|1|0|0|0|0|0
Randia genipoides|49|12|12|1|0|0|0|0|0
Randia gentryi|30|12|12|1|0|0|0|0|0
Randia grandifolia|281|12|12|1|0|0|0|0|0
Randia grayumii|7|12|12|1|0|0|0|0|0
Randia guerrerensis|3|12|12|1|0|0|0|0|0
Randia hebecarpa|28|12|12|1|0|0|0|0|0
Randia hondensis|36|12|12|1|0|0|0|0|0
Randia itatiaiae|2|12|12|1|0|0|0|0|0
Randia laetevirens|220|12|12|1|0|0|0|0|0
Randia laevigata|63|12|12|1|0|0|0|0|0
Randia laevigatoides|9|12|12|1|0|0|0|0|0
Randia lasiantha|22|12|12|1|0|0|0|0|0
Randia longifolia|7|12|12|1|0|0|0|0|0
Randia longiloba|206|12|12|1|0|0|0|0|0
Randia malacocarpa|26|12|12|1|0|0|0|0|0
Randia matudae|83|12|12|1|0|0|0|0|0
Randia mayana|4|12|12|1|0|0|0|0|0
Randia micracantha|42|11.08|12|2|3|0|0|0|0
Randia mira|24|12|12|1|0|0|0|0|0
Randia monantha|189|12|12|1|0|0|0|0|0
Randia nelsonii|63|12|12|1|0|0|0|0|0
Randia nicaraguensis|52|12|12|1|0|0|0|0|0
Randia nigricans|2|12|12|1|0|0|0|0|0
Randia nitida|153|12|12|1|0|0|0|0|0
Randia oaxacana|10|12|12|1|0|0|0|0|0
Randia obcordata|254|12|12|1|0|0|0|0|0
Randia parvifolia|4|12|12|1|0|0|0|0|0
Randia petenensis|40|12|12|1|0|0|0|0|0
Randia pittieri|5|12|12|1|0|0|0|0|0
Randia pringlei|85|10.81|12|2|3|0|0|0|0
Randia pseudoterminalis|9|12|12|1|0|0|0|0|0
Randia pterocarpa|48|12|12|1|0|0|0|0|0
Randia pubiflora|2|12|12|1|0|0|0|0|1
Randia pubistyla|21|12|12|1|0|0|0|0|0
Randia schumanniana|6|12|12|1|0|0|0|0|1
Randia serboi|1|12|12|1|0|0|0|0|0
Randia sezitat|3|12|12|1|0|0|0|0|0
Randia tetracantha|110|12|12|1|0|0|0|0|0
Randia thurberi|330|12|12|1|0|0|0|0|0
Randia truncata|88|12|12|1|0|0|0|0|0
Randia vazquezii|5|12|12|1|0|0|0|0|0
Randia xalapensis|126|12|12|1|0|0|0|0|0
Rapanea variablis|1|12|12|1|0|0|0|0|0
Raphia africana|2|12|12|1|0|0|0|0|0
Raphia australis|16|12|12|1|0|0|0|0|0
Raphia farinifera|62|12|12|1|0|0|0|0|0
Raphia gabonica|2|12|12|1|0|0|0|0|1
Raphia gentiliana|2|12|12|1|0|0|0|0|1
Raphia hookeri|173|12|12|1|0|0|0|0|0
Raphia laurentii|2|12|12|1|0|0|0|0|0
Raphia monbuttorum|9|12|12|1|0|0|0|0|0
Raphia palma-pinus|27|12|12|1|0|0|0|0|0
Raphia regalis|14|12|12|1|0|0|0|0|0
Raphia rostrata|1|12|12|1|0|0|0|0|1
Raphia ruwenzorica|1|12|12|1|0|0|0|0|0
Raphia sese|1|12|12|1|0|0|0|0|1
Raphia sudanica|366|12|12|1|0|0|0|0|0
Raphia taedigera|29|12|12|1|0|0|0|0|1
Raphia textilis|7|12|12|1|0|0|0|0|1
Raphia vinifera|46|12|12|1|0|0|0|0|0
Raphia zamiana|11|12|12|1|0|0|0|0|0
Raputia amazonica|4|12|12|1|0|0|0|0|1
Raputia aromatica|4|12|12|1|0|0|0|0|1
Raputia brevipedunculata|1|12|12|1|0|0|0|0|1
Raputia hirsuta|1|12|12|1|0|0|0|0|1
Raputia maroana|11|12|12|1|0|0|0|0|1
Raputia megalantha|23|12|12|1|0|0|0|0|1
Raputia neblinensis|3|12|12|1|0|0|0|0|0
Raputia praetermissa|5|12|12|1|0|0|0|0|0
Raputia szczerbanii|5|12|12|1|0|0|0|0|0
Raputiarana heptaphylla|54|12|12|1|0|0|0|0|0
Raputiarana subsigmoidea|21|12|12|1|0|0|0|0|1
Raritebe palicoureoides|413|12|12|1|0|0|0|0|0
Rauia prancei|12|12|12|1|0|0|0|0|0
Rauia resinosa|85|12|12|1|0|0|0|0|0
Rauia subtruncata|2|12|12|1|0|0|0|0|1
Raukaua edgerleyi|2489|4.4|9.01|0|2|3|0|0|0
Raukaua gunnii|111|2.09|7.78|0|0|2|3|0|0
Raukaua laetevirens|41|0.6|7|0|0|2|9|3|0
Raukaua simplex|8149|3.13|7.6|0|0|2|3|0|0
Raulinoreitzia crenulata|199|10.15|12|2|3|0|0|0|0
Rauvolfia amsoniifolia|6|12|12|1|0|0|0|0|1
Rauvolfia andina|11|12|12|1|0|0|0|0|0
Rauvolfia aphlebia|94|12|12|1|0|0|0|0|0
Rauvolfia atlantica|18|12|12|1|0|0|0|0|0
Rauvolfia bahiensis|31|12|12|1|0|0|0|0|0
Rauvolfia balansae|78|12|12|1|0|0|0|0|0
Rauvolfia caffra|342|8.37|12|2|3|0|0|0|0
Rauvolfia capixabae|15|12|12|1|0|0|0|0|0
Rauvolfia capuronii|17|12|12|1|0|0|0|0|0
Rauvolfia cubana|2|12|12|1|0|0|0|0|0
Rauvolfia gracilis|6|12|12|1|0|0|0|0|0
Rauvolfia grandiflora|124|12|12|1|0|0|0|0|0
Rauvolfia javanica|2|0|12|2|9|9|9|3|0
Rauvolfia leptophylla|95|12|12|1|0|0|0|0|0
Rauvolfia letouzeyi|37|12|12|1|0|0|0|0|0
Rauvolfia ligustrina|221|12|12|1|0|0|0|0|0
Rauvolfia littoralis|131|12|12|1|0|0|0|0|0
Rauvolfia macrantha|26|12|12|1|0|0|0|0|1
Rauvolfia mannii|372|12|12|1|0|0|0|0|0
Rauvolfia mattfeldiana|13|12|12|1|0|0|0|0|0
Rauvolfia maxima|3|12|12|1|0|0|0|0|0
Rauvolfia media|101|12|12|1|0|0|0|0|0
Rauvolfia moluccana|4|12|12|1|0|0|0|0|1
Rauvolfia mombasiana|50|12|12|1|0|0|0|0|0
Rauvolfia nitida|49|12|12|1|0|0|0|0|0
Rauvolfia nukuhivensis|2|12|12|1|0|0|0|0|1
Rauvolfia obtusiflora|64|12|12|1|0|0|0|0|0
Rauvolfia pachyphylla|3|12|12|1|0|0|0|0|1
Rauvolfia paraensis|28|12|12|1|0|0|0|0|0
Rauvolfia pentaphylla|18|12|12|1|0|0|0|0|0
Rauvolfia polyphylla|29|12|12|1|0|0|0|0|0
Rauvolfia praecox|50|12|12|1|0|0|0|0|0
Rauvolfia purpurascens|34|12|12|1|0|0|0|0|0
Rauvolfia rostrata|3|12|12|1|0|0|0|0|1
Rauvolfia sachetiae|2|12|12|1|0|0|0|0|0
Rauvolfia salicifolia|7|12|12|1|0|0|0|0|0
Rauvolfia sanctorum|5|12|12|1|0|0|0|0|0
Rauvolfia sandwicensis|11|12|12|1|0|0|0|0|0
Rauvolfia schuelii|10|9|12|2|3|0|0|0|0
Rauvolfia sellowii|82|12|12|1|0|0|0|0|0
Rauvolfia semperflorens|80|12|12|1|0|0|0|0|0
Rauvolfia serpentina|70|12|12|1|0|0|0|0|0
Rauvolfia sprucei|105|12|12|1|0|0|0|0|0
Rauvolfia steyermarkii|4|12|12|1|0|0|0|0|0
Rauvolfia sumatrana|56|12|12|1|0|0|0|0|0
Rauvolfia tetraphylla|1653|12|12|1|0|0|0|0|0
Rauvolfia verticillata|180|9.57|12|2|3|0|0|0|0
Rauvolfia viridis|66|12|12|1|0|0|0|0|0
Rauvolfia vomitoria|1069|12|12|1|0|0|0|0|0
Ravenala madagascariensis|180|6.57|12|2|9|3|0|0|0
Ravenea albicans|9|12|12|1|0|0|0|0|0
Ravenea beentjei|3|12|12|1|0|0|0|0|0
Ravenea dransfieldii|18|12|12|1|0|0|0|0|0
Ravenea glauca|17|12|12|1|0|0|0|0|0
Ravenea hildebrandtii|11|12|12|1|0|0|0|0|0
Ravenea hypoleuca|3|12|12|1|0|0|0|0|0
Ravenea julietiae|17|12|12|1|0|0|0|0|0
Ravenea krociana|5|12|12|1|0|0|0|0|0
Ravenea lakatra|12|12|12|1|0|0|0|0|0
Ravenea latisecta|2|12|12|1|0|0|0|0|0
Ravenea louvelii|5|12|12|1|0|0|0|0|0
Ravenea madagascariensis|57|12|12|1|0|0|0|0|0
Ravenea moorei|2|12|12|1|0|0|0|0|0
Ravenea musicalis|4|12|12|1|0|0|0|0|0
Ravenea rivularis|10|12|12|1|0|0|0|0|0
Ravenea robustior|53|12|12|1|0|0|0|0|0
Ravenea sambiranensis|66|12|12|1|0|0|0|0|0
Ravenea xerophila|10|12|12|1|0|0|0|0|0
Ravenia biramosa|24|12|12|1|0|0|0|0|0
Ravenia infelix|17|12|12|1|0|0|0|0|0
Ravenia pseudalterna|3|12|12|1|0|0|0|0|1
Ravenia rosea|170|12|12|1|0|0|0|0|0
Ravenia spectabilis|8|12|12|1|0|0|0|0|0
Ravenia urbani|6|12|12|1|0|0|0|0|0
Raveniopsis ruellioides|42|12|12|1|0|0|0|0|0
Raveniopsis stelligera|10|12|12|1|0|0|0|0|0
Rawsonia burtt-davyi|4|12|12|1|0|0|0|0|0
Rawsonia lucida|185|11.07|12|2|3|0|0|0|0
Razafimandimbisonia humblotii|79|12|12|1|0|0|0|0|0
Razafimandimbisonia minor|131|11.03|12|2|3|0|0|0|0
Razafimandimbisonia orientalis|5|12|12|1|0|0|0|0|0
Razafimandimbisonia regalis|3|12|12|1|0|0|0|0|0
Razafimandimbisonia sambiranensis|41|12|12|1|0|0|0|0|0
Recchia connaroides|16|12|12|1|0|0|0|0|0
Recchia mexicana|53|12|12|1|0|0|0|0|0
Recchia simplicifolia|41|12|12|1|0|0|0|0|0
Recordia boliviana|21|12|12|1|0|0|0|0|0
Recordia reitzii|22|12|12|1|0|0|0|0|0
Recordoxylon pulcherrimum|4|12|12|1|0|0|0|0|0
Recordoxylon speciosum|29|12|12|1|0|0|0|0|0
Recordoxylon stenopetalum|2|12|12|1|0|0|0|0|1
Reevesia botingensis|2|12|12|1|0|0|0|0|0
Reevesia clarkii|13|12|12|1|0|0|0|0|0
Reevesia formosana|29|11.07|12|2|3|0|0|0|0
Reevesia glaucophylla|4|9|11|0|1|0|0|0|0
Reevesia longipetiolata|4|11|12|2|3|0|0|0|0
Reevesia lumlingensis|1|10|10|0|1|0|0|0|0
Reevesia orbicularifolia|2|10|12|2|3|0|0|0|0
Reevesia pubescens|30|7.4|12|2|9|3|0|0|0
Reevesia pycnantha|2|9|11|0|1|0|0|0|0
Reevesia thyrsoidea|28|10.2|12|2|3|0|0|0|0
Rehdera penninervia|23|12|12|1|0|0|0|0|0
Rehdera trinervis|152|12|12|1|0|0|0|0|0
Rehderodendron gongshanense|1|9|9|0|1|0|0|0|0
Rehderodendron indochinense|4|9|12|2|3|0|0|0|0
Rehderodendron kwangtungense|11|8.02|12|2|3|0|0|0|0
Rehderodendron kweichowense|6|9|12|2|3|0|0|0|0
Rehderodendron macrocarpum|18|6.27|12|2|9|3|0|0|0
Reichenbachia hirsuta|80|12|12|1|0|0|0|0|0
Reinhardtia elegans|11|12|12|1|0|0|0|0|0
Reinhardtia koschnyana|49|12|12|1|0|0|0|0|0
Reinhardtia latisecta|39|12|12|1|0|0|0|0|0
Reinhardtia paiewonskiana|4|12|12|1|0|0|0|0|0
Reinwardtiodendron anamalaiense|3|12|12|1|0|0|0|0|0
Reinwardtiodendron cinereum|2|12|12|1|0|0|0|0|1
Reinwardtiodendron humile|31|12|12|1|0|0|0|0|1
Reinwardtiodendron kinabaluense|8|12|12|1|0|0|0|0|0
Reissantia buchananii|18|12|12|1|0|0|0|0|0
Remijia amazonica|82|12|12|1|0|0|0|0|0
Remijia aracamuniensis|2|12|12|1|0|0|0|0|0
Remijia argentea|9|12|12|1|0|0|0|0|1
Remijia asperula|3|12|12|1|0|0|0|0|1
Remijia chelomaphylla|47|12|12|1|0|0|0|0|0
Remijia cinchonicarpa|15|12|12|1|0|0|0|0|0
Remijia densiflora|52|12|12|1|0|0|0|0|0
Remijia duckei|2|12|12|1|0|0|0|0|1
Remijia ferruginea|112|12|12|1|0|0|0|0|0
Remijia firmula|98|12|12|1|0|0|0|0|0
Remijia globosa|4|12|12|1|0|0|0|0|0
Remijia glomerata|8|12|12|1|0|0|0|0|1
Remijia hubbardiorum|5|12|12|1|0|0|0|0|1
Remijia kuhlmannii|1|12|12|1|0|0|0|0|0
Remijia longifolia|31|12|12|1|0|0|0|0|1
Remijia maguirei|16|12|12|1|0|0|0|0|0
Remijia morilloi|14|12|12|1|0|0|0|0|0
Remijia pacimonica|39|12|12|1|0|0|0|0|1
Remijia pilosinervula|5|12|12|1|0|0|0|0|0
Remijia roraimae|42|12|12|1|0|0|0|0|0
Remijia sipapoensis|6|12|12|1|0|0|0|0|1
Remijia steyermarkii|2|12|12|1|0|0|0|0|0
Remijia tenuiflora|18|12|12|1|0|0|0|0|1
Remijia ulei|30|12|12|1|0|0|0|0|0
Remijia vaupesiana|6|12|12|1|0|0|0|0|1
Rennellia borneensis|1|12|12|1|0|0|0|0|1
Rennellia elliptica|56|12|12|1|0|0|0|0|0
Rennellia elongata|3|12|12|1|0|0|0|0|1
Rennellia microcephala|2|12|12|1|0|0|0|0|1
Rennellia morindiformis|1|12|12|1|0|0|0|0|1
Rennellia speciosa|8|12|12|1|0|0|0|0|0
Restella alberti|3|5|7|0|0|1|0|0|0
Retiniphyllum chloranthum|63|12|12|1|0|0|0|0|0
Retiniphyllum concolor|134|12|12|1|0|0|0|0|1
Retiniphyllum kuhlmannii|23|12|12|1|0|0|0|0|0
Retiniphyllum laxiflorum|75|12|12|1|0|0|0|0|0
Retiniphyllum maguirei|2|12|12|1|0|0|0|0|1
Retiniphyllum pilosum|16|12|12|1|0|0|0|0|1
Retiniphyllum scabrum|73|12|12|1|0|0|0|0|0
Retiniphyllum secundiflorum|31|12|12|1|0|0|0|0|1
Retiniphyllum speciosum|26|12|12|1|0|0|0|0|1
Retiniphyllum tepuiense|19|12|12|1|0|0|0|0|0
Retrophyllum comptonii|82|12|12|1|0|0|0|0|0
Retrophyllum minus|31|12|12|1|0|0|0|0|0
Retrophyllum piresii|1|12|12|1|0|0|0|0|0
Retrophyllum rospigliosii|100|1.56|12|2|9|9|3|0|0
Retrophyllum vitiense|22|12|12|1|0|0|0|0|0
Reutealis trisperma|12|12|12|1|0|0|0|0|0
Reynosia barbatula|3|12|12|1|0|0|0|0|1
Reynosia domingensis|3|12|12|1|0|0|0|0|0
Reynosia guama|4|12|12|1|0|0|0|0|0
Reynosia krugii|7|12|12|1|0|0|0|0|0
Reynosia septentrionalis|17|12|12|1|0|0|0|0|0
Reynosia uncinata|21|12|12|1|0|0|0|0|0
Reynosia vivesiana|6|12|12|1|0|0|0|0|0
Rhabdodendron amazonicum|150|12|12|1|0|0|0|0|1
Rhabdodendron gardnerianum|3|12|12|1|0|0|0|0|0
Rhabdodendron macrophyllum|23|12|12|1|0|0|0|0|1
Rhadinopus kurivana|4|12|12|1|0|0|0|0|1
Rhadinopus papuanus|4|12|12|1|0|0|0|0|1
Rhamnella forrestii|16|4|9.6|0|2|3|0|0|0
Rhamnella franguloides|204|6.09|8.86|0|2|3|0|0|0
Rhamnella gilgitica|7|4|6|0|0|1|0|0|0
Rhamnella martinii|12|7|11.87|0|2|3|0|0|0
Rhamnella rubrinervis|25|9|12|2|3|0|0|0|0
Rhamnella vitiensis|111|12|12|1|0|0|0|0|0
Rhamnella wilsonii|5|6|7|0|0|1|0|0|0
Rhamnidium elaeocarpum|380|12|12|1|0|0|0|0|0
Rhamnidium glabrum|11|11.01|12|2|3|0|0|0|0
Rhamnidium molle|18|12|12|1|0|0|0|0|0
Rhamnoneuron balansae|10|9|12|2|3|0|0|0|0
Rhamnus alaternus|16100|5.79|12|2|9|3|0|0|0
Rhamnus alpina|3302|2.09|6.75|0|0|2|3|0|0
Rhamnus arguta|24|5|9.3|0|2|3|0|0|0
Rhamnus cathartica|39130|4.01|6.91|0|0|1|0|0|0
Rhamnus coriophylla|6|9|12|2|3|0|0|0|0
Rhamnus crocea|2444|6.18|12|2|9|3|0|0|0
Rhamnus davurica|222|4.16|7.9|0|0|1|0|0|0
Rhamnus dumetorum|78|3.95|9.92|0|2|9|3|0|0
Rhamnus erythroxylon|42|3|6.88|0|0|2|3|0|0
Rhamnus esquirolii|41|7|10|0|2|3|0|0|0
Rhamnus glandulosa|22|5.06|12|2|9|3|0|0|0
Rhamnus hemsleyana|35|7|11.76|0|2|3|0|0|0
Rhamnus imeretina|1|5|5|0|0|1|0|0|0
Rhamnus lamprophylla|56|7|11.93|0|2|3|0|0|0
Rhamnus lanceolata|49|6.04|7|0|0|1|0|0|0
Rhamnus leptophylla|147|5.94|11.21|0|2|3|0|0|0
Rhamnus liukiuensis|28|3.6|12|2|9|9|3|0|0
Rhamnus lojaconoi|3|6|8|0|2|3|0|0|0
Rhamnus napalensis|262|8.18|12|2|3|0|0|0|0
Rhamnus nigricans|3|10|12|2|3|0|0|0|0
Rhamnus persicifolia|16|6|8|0|2|3|0|0|0
Rhamnus prinoides|409|8.03|12|2|3|0|0|0|0
Rhamnus rosthornii|39|5.58|9.91|0|2|3|0|0|0
Rhamnus sargentiana|21|5.44|9|0|2|3|0|0|0
Rhamnus serrata|203|8.07|12|2|3|0|0|0|0
Rhamnus staddo|53|10.01|12|2|3|0|0|0|0
Rhamnus subapetala|5|10|12|2|3|0|0|0|0
Rhamnus tangutica|76|1.84|7.97|0|0|2|3|0|0
Rhamnus taquetii|6|4|8|0|2|3|0|0|0
Rhamnus triquetra|2|9|10|0|1|0|0|0|0
Rhamnus ussuriensis|59|3.73|8.39|0|2|9|3|0|0
Rhamnus utilis|266|5.55|11.02|0|2|3|0|0|0
Rhamnus virgata|78|3.63|12|2|9|9|3|0|0
Rhamnus wumingensis|2|12|12|1|0|0|0|0|0
Rhamnus xizangensis|6|5|12|2|9|3|0|0|0
Rhaphiolepis balgooyi|1|12|12|1|0|0|0|0|0
Rhaphiolepis bengalensis|47|9.11|12|2|3|0|0|0|0
Rhaphiolepis bibas|11|9|12|2|3|0|0|0|0
Rhaphiolepis cavaleriei|63|8.01|12|2|3|0|0|0|0
Rhaphiolepis ferruginea|8|9|12|2|3|0|0|0|0
Rhaphiolepis henryi|4|9|12|2|3|0|0|0|0
Rhaphiolepis indica|1086|7.36|12|2|9|3|0|0|0
Rhaphiolepis lanceolata|2|12|12|1|0|0|0|0|0
Rhaphiolepis malipoensis|2|12|12|1|0|0|0|0|0
Rhaphiolepis obovata|2|10|10|0|1|0|0|0|0
Rhaphiolepis platyphylla|3|12|12|1|0|0|0|0|0
Rhaphiolepis prinoides|4|8|12|2|3|0|0|0|0
Rhaphiolepis salicifolia|4|9|12|2|3|0|0|0|0
Rhaphiolepis salwinensis|11|6.02|11.9|0|2|3|0|0|0
Rhaphiolepis serrata|9|12|12|1|0|0|0|0|0
Rhaphiolepis tengyuehensis|6|9|9|0|1|0|0|0|0
Rhaphiostylis beninensis|188|12|12|1|0|0|0|0|0
Rhaphiostylis cordifolia|28|12|12|1|0|0|0|0|1
Rhaphithamnus spinosus|81|4.28|10.97|0|2|3|0|0|0
Rhaphithamnus venustus|1|12|12|1|0|0|0|0|0
Rhapis excelsa|106|9.4|12|2|3|0|0|0|0
Rhapis vidalii|5|12|12|1|0|0|0|0|0
Rhaptopetalum beguei|37|12|12|1|0|0|0|0|1
Rhaptopetalum belingense|2|12|12|1|0|0|0|0|0
Rhaptopetalum breteleri|4|12|12|1|0|0|0|0|0
Rhaptopetalum cheekii|4|12|12|1|0|0|0|0|1
