species,n,Q05,Q95,A,B,C,D,E,F,G,climatic moisture index
Medusanthera gracilis,7,0.14,0.54,2,3,0,0,0,0,0,very wet (2) | wet (3)
Medusanthera inaequalis,2,0.46,0.52,2,3,0,0,0,0,0,very wet (2) | wet (3)
Medusanthera laxiflora,81,0.15,0.62,2,3,0,0,0,0,0,very wet (2) | wet (3)
Medusanthera megistocarpa,2,0.4,0.5,2,3,0,0,0,0,0,very wet (2) | wet (3)
Medusanthera samoensis,1,0.75,0.75,1,0,0,0,0,0,0,very wet (1)
Medusanthera vitiensis,1,0.69,0.69,1,0,0,0,0,0,0,very wet (1)
Megistostegium nodulosum,28,-0.72,-0.49,0,0,0,2,3,0,0,dry sub-humid (2) | semi-arid (3)
Meineckia acuminata,4,0.04,0.2,0,1,0,0,0,0,0,wet (1)
Meineckia grandiflora,4,-0.16,0.29,0,2,3,0,0,0,0,wet (2) | moist (3)
Meineckia nguruensis,2,-0.28,-0.14,0,0,1,0,0,0,0,moist (1)
Meineckia ovata,6,-0.49,-0.16,0,0,2,3,0,0,0,moist (2) | dry sub-humid (3)
