species,n,Q05,Q95,A,C,D,E,F,A18,Tmo10
Planchonella myrsinoides,185,11.08,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Planchonella obovata,231,10.17,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Planchonella orkor,5,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Planchonella petaloides,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Planchonella pinifolia,7,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Planchonella pohlmaniana,301,9.29,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Planchonella polyneura,3,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Planchonella povilana,8,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Planchonella pullenii,13,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Planchonella pyrulifera,1,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Planchonella reticulata,52,10.04,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Planchonella rheophytopsis,2,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Planchonella ridsdalei,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Planchonella roseoloba,10,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Planchonella rufocostata,12,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Planchonella saligna,10,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Planchonella sandwicensis,54,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Planchonella smithii,2,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Planchonella sphaerocarpa,16,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Planchonella stellibacca,3,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Planchonella suboppositifolia,2,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Planchonella sussu,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Planchonella tahitensis,8,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Planchonella thiensis,13,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Planchonella thyrsoidea,18,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Planchonella torricellensis,15,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Planchonella umbonata,2,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Planchonella velutina,1,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Planchonella vitiensis,1,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Planchonella vrieseana,2,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Planchonella wakere,26,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Planchonella whitmorei,1,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Planchonella xylocarpa,26,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Planchonia brevistipitata,10,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Planchonia careya,2235,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Planchonia grandis,2,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Planchonia papuana,27,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Planchonia rupestris,16,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Planchonia spectabilis,2,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Planchonia timorensis,1,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Planchonia valida,36,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Planera aquatica,134,7.0,12.0,2,9,3,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (9) | subtropical (3)
Platanus gentryi,9,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platanus kerrii,9,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platanus mexicana,454,11.05,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Platanus occidentalis,8471,5.12,11.67,0,2,3,0,0,0,tropical (minimum temperature of coldest month <18°C) (2) | subtropical (3)
Platanus orientalis,890,5.16,12.0,2,9,3,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (9) | subtropical (3)
Platanus racemosa,1897,7.97,12.0,2,9,3,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (9) | subtropical (3)
Platanus rzedowskii,83,11.06,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Platanus wrightii,441,6.01,12.0,2,9,3,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (9) | subtropical (3)
Platea bullata,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platea excelsa,91,10.09,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Platea latifolia,40,11.03,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Platea sclerophylla,2,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plathymenia reticulata,611,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platonia insignis,106,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platycarpum acreanum,4,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Platycarpum decipiens,15,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Platycarpum duckei,9,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Platycarpum egleri,31,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Platycarpum froesii,21,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Platycarpum loretensis,5,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Platycarpum maguirei,3,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platycarpum negrense,6,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Platycarpum orinocense,42,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Platycarpum rhododactylum,25,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platycarpum rugosum,5,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platycarpum schultesii,13,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Platycarya strobilacea,1054,6.04,9.96,0,2,3,0,0,0,tropical (minimum temperature of coldest month <18°C) (2) | subtropical (3)
Platycladus orientalis,1045,4.48,12.0,2,9,3,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (9) | subtropical (3)
Platycyamus regnellii,49,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platylophus trifoliatus,46,9.23,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Platymiscium albertinae,3,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platymiscium curuense,31,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platymiscium darienense,21,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Platymiscium dimorphandrum,99,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platymiscium filipes,19,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platymiscium floribundum,302,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platymiscium gracile,4,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Platymiscium hebestachyum,18,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Platymiscium jejunum,8,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platymiscium lasiocarpum,38,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platymiscium parviflorum,62,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platymiscium pinnatum,365,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platymiscium pubescens,90,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platymiscium speciosum,7,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platymiscium stipulare,77,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platymiscium trifoliolatum,39,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platymiscium trinitatis,45,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platymiscium yucatanum,114,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platymitra macrocarpa,7,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Platypodium elegans,650,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platypterocarpus tanganyikensis,3,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platysepalum chevalieri,11,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platysepalum inopinatum,10,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platysepalum vanderystii,10,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platysepalum violaceum,32,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Platyspermation crassifolium,18,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plectocomia microstachys,3,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plectrocarpa arborea,81,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plectrocarpa bonariensis,31,9.7,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Plectrocarpa carrapo,11,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Plectrocarpa sarmientoi,62,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plectroniella armata,73,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleiocarpa bicarpellata,64,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleiocarpa mutica,123,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleiocarpa pycnantha,198,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleiocarpa rostrata,63,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleioceras afzelii,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleioceras orientale,8,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleiogynium hapalum,2,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleiogynium timoriense,252,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleioluma balansana,13,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleioluma baueri,51,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleioluma brownlessiana,66,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleioluma densinervia,4,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Pleioluma dies-reginae,1,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Pleioluma firma,55,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleioluma foxworthyi,4,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Pleioluma gillisonii,3,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Pleioluma lamprophylla,1,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Pleioluma lanatifolia,3,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleioluma lasiantha,22,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleioluma ledermannii,25,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleioluma longipetiolata,18,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleioluma lucens,11,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleioluma macrocarpa,38,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleioluma macropoda,9,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleioluma moluccana,10,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Pleioluma monticola,29,8.26,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Pleioluma novocaledonica,8,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleioluma papyracea,54,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleioluma queenslandica,149,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleioluma rubicunda,31,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleioluma sebertii,30,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleioluma singuliflora,43,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleioluma vieillardii,4,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleioluma wandae,3,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Pleioluma xerocarpa,69,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleiomeris canariensis,20,6.5,12.0,2,9,3,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (9) | subtropical (3)
Pleiosorbus megacarpa,2,8.0,9.0,0,1,0,0,0,0,tropical (minimum temperature of coldest month <18°C) (1)
Pleiospermium alatum,4,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleiospermium latialatum,23,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Pleiospermium littorale,2,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleiospermium longisepalum,8,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plenckia integerrima,3,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plenckia populnea,304,11.1,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Pleodendron costaricense,8,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Pleodendron macranthum,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleradenophora bilocularis,116,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleradenophora membranifolia,81,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleradenophora tikalana,38,7.37,12.0,2,9,3,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (9) | subtropical (3)
Pleradenophora tuerckheimiana,115,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra actinostigma,2,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra cabalionii,1,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Plerandra calcicola,3,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra costata,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra crassipes,2,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra elegantissima,5,5.0,12.0,2,9,3,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (9) | subtropical (3)
Plerandra elongata,2,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra emiliana,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra gabriellae,7,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra gordonii,39,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra letocartiorum,3,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra longistyla,4,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra mackeei,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra memaoyaensis,2,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra micrantha,2,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra moratiana,25,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra neocaledonica,25,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra nono,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra osyana,67,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra pancheri,5,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra plerandroides,4,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra pouemboutensis,5,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra reginae,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra stahliana,25,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra tannae,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra taomensis,16,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra tronchetii,2,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra veilloniorum,18,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Plerandra veitchii,1,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleroma andersregnellii,16,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleroma barnebyanum,58,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleroma bipenicillatum,90,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleroma boraceiense,6,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleroma boudetii,7,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleroma caissara,19,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleroma candolleanum,126,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleroma canescens,22,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleroma ciliare,80,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleroma clavatum,73,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleroma cryptadenum,13,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleroma dusenii,7,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleroma edmundoi,10,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleroma estrellense,94,11.07,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Pleroma fissinervium,131,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleroma francavillanum,50,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleroma granulosum,164,11.06,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Pleroma kuhlmannii,2,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleroma longifolium,1121,10.19,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Pleroma mirabile,10,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleroma mutabile,42,11.08,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Pleroma ochypetalum,90,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleroma papyrifoerum,32,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleroma pilosum,55,10.16,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Pleroma pogonantherum,21,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleroma pulchrum,112,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleroma reitzii,38,10.15,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Pleroma rigidulum,4,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleroma schenckii,8,7.0,12.0,2,9,3,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (9) | subtropical (3)
Pleroma sellowianum,154,11.0,12.0,2,3,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (2) | tropical (minimum temperature of coldest month <18°C) (3)
Pleroma stenocarpum,263,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleroma tibouchinum,328,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleroma velutinum,56,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleuranthodendron lindenii,674,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleurisanthes flava,30,12.0,12.0,1,0,0,0,0,1,tropical (minimum temperature of coldest month ≥18°C) (1) | polar (1)
Pleurocalyptus austrocaledonicus,9,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
Pleurocalyptus pancheri,30,12.0,12.0,1,0,0,0,0,0,tropical (minimum temperature of coldest month ≥18°C) (1)
