species|n|Q05|Q95|A|B|C|D|E|F|G
Ficus beddomei|2|-0.07|0.17|0|2|3|0|0|0|0
Ficus benghalensis|378|-0.7|0.55|2|9|9|9|3|0|0
Ficus benguetensis|80|0.26|0.67|2|3|0|0|0|0|0
Ficus benjamina|1773|-0.69|0.56|2|9|9|9|3|0|0
Ficus bernaysii|68|0.26|0.63|2|3|0|0|0|0|0
Ficus binnendijkii|21|0.19|0.63|2|3|0|0|0|0|0
Ficus bivalvata|4|-0.19|0.32|0|2|3|0|0|0|0
Ficus bizanae|8|-0.39|-0.03|0|0|2|3|0|0|0
Ficus blepharophylla|1|-0.26|-0.26|0|0|1|0|0|0|0
Ficus boanensis|2|-0.28|0.47|0|2|3|0|0|0|0
Ficus boliviana|19|-0.36|0.46|0|2|9|3|0|0|0
Ficus bonijesulapensis|32|-0.64|-0.16|0|0|2|9|3|0|0
Ficus boninsimae|3|0.31|0.34|0|1|0|0|0|0|0
Ficus borneensis|15|0.44|0.64|2|3|0|0|0|0|0
Ficus botryocarpa|95|0.16|0.65|2|3|0|0|0|0|0
Ficus botryoides|42|-0.61|0.34|0|2|9|9|3|0|0
Ficus bougainvillei|2|0.62|0.62|1|0|0|0|0|0|0
Ficus brachyclada|175|-0.13|0.5|2|9|3|0|0|0|0
Ficus brachypoda|1056|-0.86|-0.17|0|0|2|9|9|3|0
Ficus bracteata|8|0.06|0.57|2|3|0|0|0|0|0
Ficus brevibracteata|137|0.09|0.78|2|3|0|0|0|0|0
Ficus brittonii|1|-0.6|-0.6|0|0|0|0|1|0|0
Ficus broadwayi|28|-0.33|0.56|2|9|3|0|0|0|0
Ficus bruneiensis|12|0.56|0.62|1|0|0|0|0|0|0
Ficus brunneo-aurata|27|0.32|0.61|2|3|0|0|0|0|0
Ficus bubu|34|-0.61|0.4|0|2|9|9|3|0|0
Ficus bubulia|2|0.62|0.62|1|0|0|0|0|0|0
Ficus burretiana|3|0|0.01|0|1|0|0|0|0|0
Ficus burtt-davyi|78|-0.73|-0.08|0|0|2|9|3|0|0
Ficus bussei|23|-0.69|-0.02|0|0|2|9|3|0|0
Ficus caatingae|24|-0.58|-0.38|0|0|0|2|3|0|0
Ficus caballina|141|-0.17|0.53|2|9|3|0|0|0|0
Ficus cahuitensis|46|0.51|0.63|1|0|0|0|0|0|0
Ficus calcarata|7|0.27|0.44|0|1|0|0|0|0|0
Ficus calcicola|1|0.45|0.45|0|1|0|0|0|0|0
Ficus caldasiana|59|-0.01|0.61|2|9|3|0|0|0|0
Ficus calimana|25|0.06|0.78|2|3|0|0|0|0|0
Ficus callophylla|35|-0.19|0.56|2|9|3|0|0|0|0
Ficus callosa|35|-0.33|0.61|2|9|3|0|0|0|0
Ficus calopilina|46|0.21|0.64|2|3|0|0|0|0|0
Ficus calyculata|21|-0.47|0.53|2|9|9|3|0|0|0
Ficus calyptrata|10|-0.34|0.24|0|2|3|0|0|0|0
Ficus calyptroceras|97|-0.66|0.04|0|2|9|9|3|0|0
Ficus capillipes|8|-0.36|0.33|0|2|9|3|0|0|0
Ficus capreifolia|191|-0.77|-0.2|0|0|2|9|3|0|0
Ficus carautana|11|-0.36|-0.29|0|0|2|3|0|0|0
Ficus carchiana|10|-0.43|0.51|2|9|9|3|0|0|0
Ficus carica|42827|-0.7|0.31|0|2|9|9|3|0|0
Ficus carpentariensis|33|-0.63|-0.27|0|0|2|9|3|0|0
Ficus carpenteriana|6|-0.11|0.67|2|9|3|0|0|0|0
Ficus casapiensis|23|-0.3|0.52|2|9|3|0|0|0|0
Ficus casearioides|70|0.28|0.64|2|3|0|0|0|0|0
Ficus castellviana|41|-0.39|0.5|2|9|9|3|0|0|0
Ficus catappifolia|22|-0.29|0.52|2|9|3|0|0|0|0
Ficus cataractarum|1|0.29|0.29|0|1|0|0|0|0|0
Ficus caulocarpa|46|0.12|0.67|2|3|0|0|0|0|0
Ficus cauta|2|0.34|0.34|0|1|0|0|0|0|0
Ficus celebensis|2|-0.23|-0.22|0|0|1|0|0|0|0
Ficus cerasicarpa|215|-0.77|-0.13|0|0|2|9|3|0|0
Ficus cereicarpa|12|0.44|0.63|2|3|0|0|0|0|0
Ficus cervantesiana|70|-0.22|0.62|2|9|3|0|0|0|0
Ficus cestrifolia|100|-0.09|0.36|0|2|3|0|0|0|0
Ficus chapaensis|35|-0.31|0.41|0|2|3|0|0|0|0
Ficus chaparensis|1|0.07|0.07|0|1|0|0|0|0|0
Ficus chartacea|110|-0.28|0.58|2|9|3|0|0|0|0
Ficus chirindensis|6|-0.52|-0.05|0|0|2|9|3|0|0
Ficus chlamydocarpa|21|-0.23|0.68|2|9|3|0|0|0|0
Ficus christianii|18|-0.61|0.33|0|2|9|9|3|0|0
Ficus chrysochaete|3|0.62|0.63|1|0|0|0|0|0|0
Ficus chrysolepis|35|0.13|0.66|2|3|0|0|0|0|0
Ficus citrifolia|892|-0.45|0.58|2|9|9|3|0|0|0
Ficus clusiifolia|41|-0.42|0.36|0|2|9|3|0|0|0
Ficus coerulescens|101|-0.11|0.47|0|2|3|0|0|0|0
Ficus colubrinae|342|-0.07|0.61|2|9|3|0|0|0|0
Ficus comitis|21|0.17|0.61|2|3|0|0|0|0|0
Ficus complexa|19|0.19|0.61|2|3|0|0|0|0|0
Ficus concinna|63|-0.39|0.36|0|2|9|3|0|0|0
Ficus congesta|404|-0.48|0.62|2|9|9|3|0|0|0
Ficus conocephalifolia|38|0.14|0.61|2|3|0|0|0|0|0
Ficus conraui|44|-0.34|0.51|2|9|3|0|0|0|0
Ficus consociata|54|0.15|0.63|2|3|0|0|0|0|0
Ficus copiosa|166|-0.31|0.64|2|9|3|0|0|0|0
Ficus cordata|305|-0.97|-0.22|0|0|2|9|9|9|3
Ficus cordatula|3|0.27|0.61|2|3|0|0|0|0|0
Ficus corneri|2|0.34|0.52|2|3|0|0|0|0|0
Ficus corneriana|1|0.64|0.64|1|0|0|0|0|0|0
Ficus coronata|3406|-0.32|0.33|0|2|3|0|0|0|0
Ficus coronulata|332|-0.71|-0.23|0|0|2|9|3|0|0
Ficus costaricana|222|-0.43|0.6|2|9|9|3|0|0|0
Ficus costata|6|0.22|0.33|0|1|0|0|0|0|0
Ficus cotinifolia|961|-0.69|0.24|0|2|9|9|3|0|0
Ficus crassicosta|3|-0.03|0|0|2|3|0|0|0|0
Ficus crassinervia|331|-0.53|0.39|0|2|9|9|3|0|0
Ficus crassipes|48|-0.13|0.68|2|9|3|0|0|0|0
Ficus crassiramea|75|0.18|0.61|2|3|0|0|0|0|0
Ficus crassiuscula|112|-0.34|0.64|2|9|3|0|0|0|0
Ficus crassivenosa|36|0.05|0.64|2|3|0|0|0|0|0
Ficus craterostoma|121|-0.53|0.36|0|2|9|9|3|0|0
Ficus cremersii|4|0.26|0.35|0|1|0|0|0|0|0
Ficus crescentioides|1|0.64|0.64|1|0|0|0|0|0|0
Ficus crocata|520|-0.62|0.47|0|2|9|9|3|0|0
Ficus cuatrecasasiana|180|-0.46|0.55|2|9|9|3|0|0|0
Ficus cucurbitina|13|0.19|0.59|2|3|0|0|0|0|0
Ficus cumingii|78|0.06|0.68|2|3|0|0|0|0|0
Ficus cundinamarcensis|11|0.19|0.49|0|1|0|0|0|0|0
Ficus curtipes|27|-0.36|0.49|0|2|9|3|0|0|0
Ficus cuspidata|26|-0.15|0.7|2|9|3|0|0|0|0
Ficus cyathistipula|128|-0.37|0.48|0|2|9|3|0|0|0
Ficus cyathistipuloides|4|-0.27|0.53|2|9|3|0|0|0|0
Ficus cyclophylla|44|-0.59|0.3|0|2|9|9|3|0|0
Ficus cynaroides|7|0.62|0.63|1|0|0|0|0|0|0
Ficus cyrtophylla|58|-0.21|0.34|0|2|3|0|0|0|0
Ficus dalhousieae|1|-0.21|-0.21|0|0|1|0|0|0|0
Ficus dammaropsis|40|0.15|0.69|2|3|0|0|0|0|0
Ficus davidsoniae|24|0.39|0.61|2|3|0|0|0|0|0
Ficus delosyce|19|0.09|0.59|2|3|0|0|0|0|0
Ficus deltoidea|414|0.3|0.64|2|3|0|0|0|0|0
Ficus demeusei|35|-0.38|0.52|2|9|9|3|0|0|0
Ficus dendrocida|54|-0.36|0.69|2|9|9|3|0|0|0
Ficus dens-echini|3|0.44|0.6|2|3|0|0|0|0|0
Ficus densestipulata|7|-0.26|0.11|0|2|3|0|0|0|0
Ficus densifolia|49|0.12|0.43|0|1|0|0|0|0|0
Ficus depressa|38|-0.02|0.61|2|9|3|0|0|0|0
Ficus destruens|123|-0.14|0.65|2|9|3|0|0|0|0
Ficus dewolfii|4|0.56|0.65|1|0|0|0|0|0|0
Ficus diamantiphylla|1|0.57|0.57|1|0|0|0|0|0|0
Ficus dicranostyla|128|-0.58|0.06|0|2|9|9|3|0|0
Ficus dimorpha|6|0.36|0.56|2|3|0|0|0|0|0
Ficus diversiformis|3|0.68|0.7|1|0|0|0|0|0|0
Ficus donnell-smithii|141|-0.04|0.6|2|9|3|0|0|0|0
Ficus drupacea|192|-0.44|0.62|2|9|9|3|0|0|0
Ficus dryepondtiana|10|-0.04|0.5|2|9|3|0|0|0|0
Ficus duartei|3|-0.24|0.02|0|2|3|0|0|0|0
Ficus dubia|11|0.19|0.64|2|3|0|0|0|0|0
Ficus duckeana|9|0.17|0.37|0|1|0|0|0|0|0
Ficus dulciaria|24|-0.18|0.6|2|9|3|0|0|0|0
Ficus dzumacensis|23|0.12|0.54|2|3|0|0|0|0|0
Ficus edelfeltii|16|0.15|0.61|2|3|0|0|0|0|0
Ficus elastica|2904|-0.73|0.4|0|2|9|9|3|0|0
Ficus elasticoides|22|-0.03|0.46|0|2|3|0|0|0|0
Ficus eliadis|8|-0.39|-0.14|0|0|2|3|0|0|0
Ficus elmeri|2|0.13|0.16|0|1|0|0|0|0|0
Ficus endochaete|29|0.33|0.64|2|3|0|0|0|0|0
Ficus endospermifolia|14|0.37|0.63|2|3|0|0|0|0|0
Ficus enormis|167|-0.56|0.38|0|2|9|9|3|0|0
Ficus erecta|1022|0.21|0.69|2|3|0|0|0|0|0
Ficus erinobotrya|11|0.42|0.63|2|3|0|0|0|0|0
Ficus ernanii|6|-0.23|0.18|0|2|3|0|0|0|0
Ficus erythrosperma|147|0.22|0.62|2|3|0|0|0|0|0
Ficus eumorpha|4|0.4|0.57|2|3|0|0|0|0|0
Ficus eustephana|3|0.39|0.51|2|3|0|0|0|0|0
Ficus exasperata|705|-0.42|0.44|0|2|9|3|0|0|0
Ficus eximia|207|-0.34|0.43|0|2|3|0|0|0|0
Ficus faulkneriana|10|-0.35|-0.11|0|0|1|0|0|0|0
Ficus fergusonii|2|-0.22|0.29|0|2|3|0|0|0|0
Ficus filicauda|4|-0.58|0.29|0|2|9|9|3|0|0
Ficus fischeri|14|-0.74|-0.25|0|0|2|9|3|0|0
Ficus fiskei|10|0.16|0.6|2|3|0|0|0|0|0
Ficus fistulosa|314|-0.01|0.69|2|9|3|0|0|0|0
Ficus flagellaris|1|0.46|0.46|0|1|0|0|0|0|0
Ficus floresana|1|-0.11|-0.11|0|0|1|0|0|0|0
Ficus forstenii|24|0.07|0.51|2|3|0|0|0|0|0
Ficus francisci|10|0.12|0.61|2|3|0|0|0|0|0
Ficus francoae|3|0.29|0.57|2|3|0|0|0|0|0
Ficus fraseri|503|-0.24|0.39|0|2|3|0|0|0|0
Ficus fresnoensis|1|0.47|0.47|0|1|0|0|0|0|0
Ficus fulva|128|0.02|0.62|2|3|0|0|0|0|0
Ficus fulvo-pilosa|2|0.61|0.62|1|0|0|0|0|0|0
Ficus funiculosa|27|0.12|0.62|2|3|0|0|0|0|0
Ficus geniculata|14|-0.65|0.24|0|2|9|9|3|0|0
Ficus geocarpa|2|0.32|0.48|0|1|0|0|0|0|0
Ficus geocharis|13|0.32|0.6|2|3|0|0|0|0|0
Ficus gigantosyce|43|-0.37|0.57|2|9|9|3|0|0|0
Ficus glaberrima|117|-0.33|0.6|2|9|3|0|0|0|0
Ficus glandifera|37|0.23|0.64|2|3|0|0|0|0|0
Ficus glandulifera|75|0.26|0.59|2|3|0|0|0|0|0
Ficus glumosa|1001|-0.62|-0.02|0|0|2|9|3|0|0
Ficus godeffroyi|3|0.67|0.72|1|0|0|0|0|0|0
Ficus gomelleira|335|-0.64|0.5|2|9|9|9|3|0|0
Ficus gracillima|46|0.19|0.65|2|3|0|0|0|0|0
Ficus granatum|16|0.34|0.63|2|3|0|0|0|0|0
Ficus greenwoodii|2|0.49|0.55|2|3|0|0|0|0|0
Ficus grevei|41|-0.7|0.21|0|2|9|9|3|0|0
Ficus grewiifolia|26|0.21|0.65|2|3|0|0|0|0|0
Ficus griffithii|1|0.15|0.15|0|1|0|0|0|0|0
Ficus grossularioides|103|0.18|0.61|2|3|0|0|0|0|0
Ficus gul|141|0.13|0.62|2|3|0|0|0|0|0
Ficus guntheri|1|0.34|0.34|0|1|0|0|0|0|0
Ficus habrophylla|28|-0.03|0.47|0|2|3|0|0|0|0
Ficus hadroneura|10|0.36|0.6|2|3|0|0|0|0|0
Ficus hahliana|11|0.09|0.5|2|3|0|0|0|0|0
Ficus halmaherae|1|0.38|0.38|0|1|0|0|0|0|0
Ficus hartwegii|205|0.25|0.75|2|3|0|0|0|0|0
Ficus hatschbachii|3|-0.19|-0.16|0|0|1|0|0|0|0
Ficus hebetifolia|18|0.14|0.48|0|1|0|0|0|0|0
Ficus hederacea|43|-0.38|0.5|2|9|9|3|0|0|0
Ficus hemsleyana|80|0.26|0.62|2|3|0|0|0|0|0
Ficus henryi|59|-0.07|0.32|0|2|3|0|0|0|0
Ficus hesperidiiformis|108|0.26|0.72|2|3|0|0|0|0|0
Ficus heteromorpha|208|-0.29|0.35|0|2|3|0|0|0|0
Ficus heteropleura|162|0.02|0.63|2|3|0|0|0|0|0
Ficus heteropoda|4|0.24|0.62|2|3|0|0|0|0|0
Ficus hirsuta|47|-0.37|0.4|0|2|9|3|0|0|0
Ficus hispida|454|-0.33|0.55|2|9|3|0|0|0|0
Ficus holosericea|13|-0.43|0.39|0|2|9|3|0|0|0
Ficus hombroniana|16|0.27|0.64|2|3|0|0|0|0|0
Ficus hookeriana|9|-0.1|0.24|0|2|3|0|0|0|0
Ficus humbertii|8|-0.73|-0.71|0|0|0|0|1|0|0
Ficus ilicina|48|-0.97|-0.72|0|0|0|0|2|9|3
Ficus illiberalis|1|0.61|0.61|1|0|0|0|0|0|0
Ficus imbricata|3|0.62|0.63|1|0|0|0|0|0|0
Ficus inaequifolia|5|0.34|0.69|2|3|0|0|0|0|0
Ficus inaequipetiolata|18|0.28|0.56|2|3|0|0|0|0|0
Ficus indigofera|10|0.56|0.63|1|0|0|0|0|0|0
Ficus ingens|593|-0.68|-0.06|0|0|2|9|3|0|0
Ficus insipida|1759|-0.58|0.55|2|9|9|9|3|0|0
Ficus involucrata|1|0.65|0.65|1|0|0|0|0|0|0
Ficus iodotricha|28|0.35|0.61|2|3|0|0|0|0|0
Ficus ischnopoda|96|-0.36|0.52|2|9|9|3|0|0|0
Ficus itoana|52|0.34|0.65|2|3|0|0|0|0|0
Ficus ixoroides|2|0.52|0.55|1|0|0|0|0|0|0
Ficus jacobii|12|-0.83|0.45|0|2|9|9|9|3|0
Ficus jansii|4|-0.12|0.24|0|2|3|0|0|0|0
Ficus johannis|11|-0.93|-0.58|0|0|0|0|2|3|0
Ficus kamerunensis|34|-0.3|0.51|2|9|3|0|0|0|0
Ficus karthalensis|1|0.39|0.39|0|1|0|0|0|0|0
Ficus katendei|2|-0.27|-0.21|0|0|1|0|0|0|0
Ficus kerkhovenii|11|0.04|0.63|2|3|0|0|0|0|0
Ficus kjellbergii|1|0.23|0.23|0|1|0|0|0|0|0
Ficus kochummeniana|24|0.34|0.63|2|3|0|0|0|0|0
Ficus kofmaniae|2|0.23|0.35|0|1|0|0|0|0|0
Ficus krukovii|102|0.02|0.56|2|3|0|0|0|0|0
Ficus kuchinensis|6|0.35|0.6|2|3|0|0|0|0|0
Ficus kurzii|10|-0.26|0.59|2|9|3|0|0|0|0
Ficus lacunata|10|-0.34|0.57|2|9|3|0|0|0|0
Ficus lagoensis|13|-0.28|0.14|0|2|3|0|0|0|0
Ficus lamponga|14|-0.32|0.57|2|9|3|0|0|0|0
Ficus lancibracteata|4|0.62|0.66|1|0|0|0|0|0|0
Ficus langkokensis|48|0.02|0.5|2|3|0|0|0|0|0
Ficus lapathifolia|69|-0.49|0.58|2|9|9|3|0|0|0
Ficus lasiocarpa|4|0.31|0.52|2|3|0|0|0|0|0
Ficus lateriflora|38|0.12|0.46|0|1|0|0|0|0|0
Ficus laureola|10|-0.26|0.18|0|2|3|0|0|0|0
Ficus lauretana|31|-0.06|0.52|2|9|3|0|0|0|0
Ficus laurifolia|1|-0.21|-0.21|0|0|1|0|0|0|0
Ficus lawesii|12|0.06|0.65|2|3|0|0|0|0|0
Ficus lehmannii|3|-0.06|0.44|0|2|3|0|0|0|0
Ficus leiocarpa|10|-0.1|0.47|0|2|3|0|0|0|0
Ficus leiophylla|8|0.05|0.48|0|1|0|0|0|0|0
Ficus leonensis|9|-0.14|0.51|2|9|3|0|0|0|0
Ficus lepicarpa|159|0.12|0.62|2|3|0|0|0|0|0
Ficus leptocalama|4|0.24|0.39|0|1|0|0|0|0|0
Ficus leptoclada|160|-0.2|0.66|2|9|3|0|0|0|0
Ficus leptodictya|15|0.41|0.7|2|3|0|0|0|0|0
Ficus leptogramma|8|0.37|0.64|2|3|0|0|0|0|0
Ficus lifouensis|1|-0.02|-0.02|0|0|1|0|0|0|0
Ficus lilliputiana|32|-0.6|-0.55|0|0|0|0|1|0|0
Ficus limosa|4|0.54|0.59|1|0|0|0|0|0|0
Ficus linearifolia|1|0.38|0.38|0|1|0|0|0|0|0
Ficus lingua|56|-0.34|0.42|0|2|3|0|0|0|0
Ficus litseifolia|7|0.24|0.64|2|3|0|0|0|0|0
Ficus longibracteata|4|0.42|0.64|2|3|0|0|0|0|0
Ficus longifolia|8|-0.87|0.38|0|2|9|9|9|3|0
Ficus louisii|8|0.06|0.57|2|3|0|0|0|0|0
Ficus lowii|3|0.55|0.6|1|0|0|0|0|0|0
Ficus luschnathiana|443|-0.23|0.38|0|2|3|0|0|0|0
Ficus lutea|431|-0.51|0.52|2|9|9|9|3|0|0
Ficus lyrata|155|-0.89|0.46|0|2|9|9|9|3|0
Ficus macbridei|202|-0.09|0.65|2|9|3|0|0|0|0
Ficus machupicchuensis|1|-0.18|-0.18|0|0|1|0|0|0|0
Ficus macilenta|27|0.33|0.62|2|3|0|0|0|0|0
Ficus maclellandii|17|-0.51|0.39|0|2|9|9|3|0|0
Ficus macrophylla|754|-0.37|0.35|0|2|9|3|0|0|0
Ficus macropodocarpa|58|-0.29|0.38|0|2|3|0|0|0|0
Ficus macrorrhyncha|39|0.29|0.62|2|3|0|0|0|0|0
Ficus macrostyla|7|0.51|0.59|1|0|0|0|0|0|0
Ficus macrothyrsa|6|0.47|0.62|2|3|0|0|0|0|0
Ficus madagascariensis|5|-0.67|0.58|2|9|9|9|3|0|0
Ficus magdalenica|1|0.14|0.14|0|1|0|0|0|0|0
Ficus magnoliifolia|11|0.26|0.63|2|3|0|0|0|0|0
Ficus maialis|2|0.39|0.42|0|1|0|0|0|0|0
Ficus maitin|16|-0.56|0.55|2|9|9|9|3|0|0
Ficus malayana|13|0.24|0.59|2|3|0|0|0|0|0
Ficus manuselensis|1|0.61|0.61|1|0|0|0|0|0|0
Ficus mariae|22|-0.29|0.43|0|2|3|0|0|0|0
Ficus marmorata|28|-0.72|-0.21|0|0|2|9|3|0|0
Ficus maroma|58|-0.42|0.25|0|2|9|3|0|0|0
Ficus maroniensis|4|0.08|0.55|2|3|0|0|0|0|0
Ficus matanoensis|6|0.23|0.44|0|1|0|0|0|0|0
Ficus mathewsii|218|-0.17|0.49|0|2|3|0|0|0|0
Ficus matiziana|87|-0.17|0.54|2|9|3|0|0|0|0
Ficus mauritiana|45|0.15|0.45|0|1|0|0|0|0|0
Ficus maxima|1374|-0.52|0.6|2|9|9|9|3|0|0
Ficus maximoides|19|-0.43|0.34|0|2|9|3|0|0|0
Ficus megaleia|26|0.21|0.61|2|3|0|0|0|0|0
Ficus megalophylla|4|0.39|0.82|2|3|0|0|0|0|0
Ficus melinocarpa|66|0.05|0.62|2|3|0|0|0|0|0
Ficus membranacea|59|-0.58|0.22|0|2|9|9|3|0|0
Ficus menabeensis|58|-0.69|0.04|0|2|9|9|3|0|0
Ficus microcarpa|1147|-0.72|0.6|2|9|9|9|3|0|0
Ficus microdictya|39|0.23|0.6|2|3|0|0|0|0|0
Ficus microphylla|2|-0.73|-0.44|0|0|0|2|3|0|0
Ficus microsphaera|1|0.45|0.45|0|1|0|0|0|0|0
Ficus microsyce|2|0.39|0.43|0|1|0|0|0|0|0
Ficus microtophora|1|0.29|0.29|0|1|0|0|0|0|0
Ficus midotis|73|0.28|0.61|2|3|0|0|0|0|0
Ficus minahassae|32|0.18|0.62|2|3|0|0|0|0|0
Ficus miqueliana|1|0.44|0.44|0|1|0|0|0|0|0
Ficus mollicula|17|0.16|0.33|0|1|0|0|0|0|0
Ficus mollior|145|0.18|0.68|2|3|0|0|0|0|0
Ficus mollis|11|-0.57|0.62|2|9|9|9|3|0|0
Ficus mollissima|2|0.15|0.17|0|1|0|0|0|0|0
Ficus montana|49|-0.08|0.65|2|9|3|0|0|0|0
Ficus morobensis|9|0.22|0.62|2|3|0|0|0|0|0
Ficus mucuso|186|-0.39|0.46|0|2|9|3|0|0|0
Ficus multistipularis|1|0.55|0.55|1|0|0|0|0|0|0
Ficus mutabilis|4|0.26|0.45|0|1|0|0|0|0|0
Ficus mutisii|101|-0.27|0.62|2|9|3|0|0|0|0
Ficus myiopotamica|1|0.34|0.34|0|1|0|0|0|0|0
Ficus nasuta|25|0.2|0.63|2|3|0|0|0|0|0
Ficus natalensis|327|-0.5|0.46|0|2|9|3|0|0|0
Ficus neriifolia|139|-0.1|0.43|0|2|3|0|0|0|0
Ficus nervosa|146|0.09|0.7|2|3|0|0|0|0|0
Ficus nigro-punctata|14|-0.68|0.07|0|2|9|9|3|0|0
Ficus nitidifolia|39|0.08|0.54|2|3|0|0|0|0|0
Ficus nota|5|0.35|0.44|0|1|0|0|0|0|0
Ficus novae-georgiae|9|0.58|0.63|1|0|0|0|0|0|0
Ficus novahibernica|1|0.47|0.47|0|1|0|0|0|0|0
Ficus nymphaeifolia|299|-0.25|0.57|2|9|3|0|0|0|0
Ficus obliqua|888|-0.49|0.39|0|2|9|3|0|0|0
Ficus obpyramidata|2|0.27|0.47|0|1|0|0|0|0|0
Ficus obscura|43|0.14|0.58|2|3|0|0|0|0|0
Ficus obtusifolia|967|-0.46|0.51|2|9|9|3|0|0|0
Ficus obtusiuscula|151|-0.53|0.3|0|2|9|9|3|0|0
Ficus ocoana|8|-0.18|0.58|2|9|3|0|0|0|0
Ficus odorata|2|0.33|0.48|0|1|0|0|0|0|0
Ficus oleifolia|182|0.27|0.63|2|3|0|0|0|0|0
Ficus oleracea|6|0.46|0.63|2|3|0|0|0|0|0
Ficus opposita|1964|-0.73|0.18|0|2|9|9|3|0|0
Ficus oreodryadum|9|-0.02|0.6|2|9|3|0|0|0|0
Ficus oreophila|5|0.41|0.55|2|3|0|0|0|0|0
Ficus orthoneura|18|-0.29|0.32|0|2|3|0|0|0|0
Ficus osensis|6|0.3|0.54|2|3|0|0|0|0|0
Ficus otophora|14|0.28|0.62|2|3|0|0|0|0|0
Ficus otophoroides|10|0.17|0.56|2|3|0|0|0|0|0
Ficus ottoniifolia|103|-0.32|0.47|0|2|3|0|0|0|0
Ficus ovatifolia|1|0.23|0.23|0|1|0|0|0|0|0
Ficus pachyclada|42|-0.68|0.27|0|2|9|9|3|0|0
Ficus pachyneura|10|-0.27|0.54|2|9|3|0|0|0|0
Ficus pachyrrhachis|23|0.12|0.56|2|3|0|0|0|0|0
Ficus padana|24|0.29|0.72|2|3|0|0|0|0|0
Ficus pakkensis|16|-0.21|0.47|0|2|3|0|0|0|0
Ficus pallescens|5|0.53|0.64|1|0|0|0|0|0|0
Ficus pallida|55|-0.37|0.49|0|2|9|3|0|0|0
Ficus palmata|105|-0.95|0.3|0|2|9|9|9|3|0
Ficus paludica|9|0.18|0.52|2|3|0|0|0|0|0
Ficus pancheriana|16|0.11|0.55|2|3|0|0|0|0|0
Ficus panurensis|27|-0.05|0.49|0|2|3|0|0|0|0
Ficus papuana|9|0.4|0.67|2|3|0|0|0|0|0
Ficus paracamptophylla|16|0.34|0.62|2|3|0|0|0|0|0
Ficus paraensis|568|-0.13|0.59|2|9|3|0|0|0|0
Ficus parietalis|73|-0.28|0.61|2|9|3|0|0|0|0
Ficus pedunculosa|45|0.21|0.67|2|3|0|0|0|0|0
Ficus pellucidopunctata|42|0.12|0.58|2|3|0|0|0|0|0
Ficus pertusa|1782|-0.6|0.58|2|9|9|9|3|0|0
Ficus petiolaris|705|-0.9|-0.31|0|0|2|9|9|3|0
Ficus phaeosyce|33|0.2|0.6|2|3|0|0|0|0|0
Ficus phanrangensis|1|-0.12|-0.12|0|0|1|0|0|0|0
Ficus pilulifera|12|0.15|0.6|2|3|0|0|0|0|0
Ficus pisocarpa|41|0.06|0.6|2|3|0|0|0|0|0
Ficus platyphylla|272|-0.71|-0.25|0|0|2|9|3|0|0
Ficus platypoda|346|-0.83|-0.14|0|0|2|9|9|3|0
Ficus pleurocarpa|86|0.1|0.67|2|3|0|0|0|0|0
Ficus pleyteana|1|0.38|0.38|0|1|0|0|0|0|0
Ficus podocarpifolia|31|-0.43|-0.19|0|0|2|3|0|0|0
Ficus polita|223|-0.54|0.3|0|2|9|9|3|0|0
Ficus politoria|361|-0.24|0.52|2|9|3|0|0|0|0
Ficus polyantha|29|0.15|0.62|2|3|0|0|0|0|0
Ficus polyphlebia|69|-0.5|0.44|0|2|9|3|0|0|0
Ficus popayanensis|2|0.24|0.29|0|1|0|0|0|0|0
Ficus popenoei|109|-0.04|0.59|2|9|3|0|0|0|0
Ficus populifolia|45|-0.71|-0.26|0|0|2|9|3|0|0
Ficus porphyrochaete|13|0.29|0.63|2|3|0|0|0|0|0
Ficus porrecta|1|0.46|0.46|0|1|0|0|0|0|0
Ficus praestans|10|0.43|0.64|2|3|0|0|0|0|0
Ficus praetermissa|9|-0.38|0.33|0|2|9|3|0|0|0
Ficus prasinicarpa|15|0.02|0.54|2|3|0|0|0|0|0
Ficus preussii|17|-0.21|0.49|0|2|3|0|0|0|0
Ficus primaria|12|0.12|0.56|2|3|0|0|0|0|0
Ficus pritchardii|1|0.38|0.38|0|1|0|0|0|0|0
Ficus profusa|3|0.62|0.65|1|0|0|0|0|0|0
Ficus prolixa|44|-0.07|0.64|2|9|3|0|0|0|0
Ficus prostrata|4|0.28|0.42|0|1|0|0|0|0|0
Ficus pseudojaca|14|0.09|0.58|2|3|0|0|0|0|0
Ficus pseudomangifera|34|-0.41|0.27|0|2|9|3|0|0|0
Ficus pseudopalma|18|-0.17|0.69|2|9|3|0|0|0|0
Ficus pseudowassa|6|0.2|0.63|2|3|0|0|0|0|0
Ficus pteroporum|3|0.13|0.45|0|1|0|0|0|0|0
Ficus pubigera|36|-0.4|0.34|0|2|9|3|0|0|0
Ficus pubilimba|3|0.06|0.44|0|1|0|0|0|0|0
Ficus pulchella|53|-0.46|0.63|2|9|9|3|0|0|0
Ficus pungens|111|0.18|0.62|2|3|0|0|0|0|0
Ficus pustulata|8|0.08|0.57|2|3|0|0|0|0|0
Ficus pygmaea|35|-0.83|-0.49|0|0|0|2|9|3|0
Ficus pyriformis|49|-0.29|0.48|0|2|3|0|0|0|0
Ficus quercetorum|21|0.25|0.7|2|3|0|0|0|0|0
Ficus racemifera|93|-0.01|0.59|2|9|3|0|0|0|0
